SAMPLEID,LATITUDE,LONGITUDE,SAMPLETYPE,COLLARID,FROMDEPTH,TODEPTH,Cu_ppm,SPURIOUS,Dataset
19903491,-31.353588,121.506836,DRILLDD,931936,73.9,223782.0,162.0,0.0,Drillhole Original
19903477,-31.353588,121.506836,DRILLDD,931936,63.4,223768.0,168.0,0.0,Drillhole Original
19903478,-31.353588,121.506836,DRILLDD,931936,64.1,223769.0,67.0,0.0,Drillhole Original
19903489,-31.353588,121.506836,DRILLDD,931936,71.9,223780.0,170.0,0.0,Drillhole Original
19903691,-31.353476,121.50571,DRILLDD,931942,123.0,224549.0,75.0,0.0,Drillhole Original
19903681,-31.353476,121.50571,DRILLDD,931942,64.0,224248.0,188.0,0.0,Drillhole Original
19903710,-31.353476,121.50571,DRILLDD,931942,138.7,224568.0,36.0,0.0,Drillhole Original
19903709,-31.353476,121.50571,DRILLDD,931942,137.7,224567.0,33.0,0.0,Drillhole Original
19903708,-31.353476,121.50571,DRILLDD,931942,136.81,224566.0,50.0,0.0,Drillhole Original
19903707,-31.353476,121.50571,DRILLDD,931942,135.97,224565.0,54.0,0.0,Drillhole Original
19903706,-31.353476,121.50571,DRILLDD,931942,135.49,224564.0,25.0,0.0,Drillhole Original
19903671,-31.353476,121.50571,DRILLDD,931942,24.0,224238.0,105.0,0.0,Drillhole Original
19903702,-31.353476,121.50571,DRILLDD,931942,132.2,224560.0,112.0,0.0,Drillhole Original
19903705,-31.353476,121.50571,DRILLDD,931942,134.81,224563.0,39.0,0.0,Drillhole Original
19903670,-31.353476,121.50571,DRILLDD,931942,20.0,224237.0,113.0,0.0,Drillhole Original
19903695,-31.353476,121.50571,DRILLDD,931942,126.8,224553.0,68.0,0.0,Drillhole Original
19903694,-31.353476,121.50571,DRILLDD,931942,125.81,224552.0,66.0,0.0,Drillhole Original
19903693,-31.353476,121.50571,DRILLDD,931942,124.88,224551.0,87.0,0.0,Drillhole Original
19903682,-31.353476,121.50571,DRILLDD,931942,68.0,224249.0,93.0,0.0,Drillhole Original
19903666,-31.353476,121.50571,DRILLDD,931942,4.0,224233.0,78.0,0.0,Drillhole Original
19903697,-31.353476,121.50571,DRILLDD,931942,128.8,224555.0,61.0,0.0,Drillhole Original
19903698,-31.353476,121.50571,DRILLDD,931942,129.23,224556.0,78.0,0.0,Drillhole Original
19903699,-31.353476,121.50571,DRILLDD,931942,130.46,224557.0,87.0,0.0,Drillhole Original
19903683,-31.353476,121.50571,DRILLDD,931942,72.0,224250.0,117.0,0.0,Drillhole Original
19903684,-31.353476,121.50571,DRILLDD,931942,76.0,224251.0,122.0,0.0,Drillhole Original
19903685,-31.353476,121.50571,DRILLDD,931942,80.0,224252.0,63.0,0.0,Drillhole Original
19903686,-31.353476,121.50571,DRILLDD,931942,84.0,224253.0,77.0,0.0,Drillhole Original
19903687,-31.353476,121.50571,DRILLDD,931942,88.0,224254.0,78.0,0.0,Drillhole Original
19903688,-31.353476,121.50571,DRILLDD,931942,92.0,224255.0,86.0,0.0,Drillhole Original
19903689,-31.353476,121.50571,DRILLDD,931942,96.0,224256.0,80.0,0.0,Drillhole Original
19903690,-31.353476,121.50571,DRILLDD,931942,99.0,224257.0,87.0,0.0,Drillhole Original
19903679,-31.353476,121.50571,DRILLDD,931942,56.0,224246.0,90.0,0.0,Drillhole Original
19903667,-31.353476,121.50571,DRILLDD,931942,8.0,224234.0,86.0,0.0,Drillhole Original
19903668,-31.353476,121.50571,DRILLDD,931942,12.0,224235.0,123.0,0.0,Drillhole Original
19903692,-31.353476,121.50571,DRILLDD,931942,124.0,224550.0,97.0,0.0,Drillhole Original
19903669,-31.353476,121.50571,DRILLDD,931942,16.0,224236.0,93.0,0.0,Drillhole Original
19903672,-31.353476,121.50571,DRILLDD,931942,28.0,224239.0,109.0,0.0,Drillhole Original
19903673,-31.353476,121.50571,DRILLDD,931942,32.0,224240.0,108.0,0.0,Drillhole Original
19903674,-31.353476,121.50571,DRILLDD,931942,36.0,224241.0,89.0,0.0,Drillhole Original
19903536,-31.353737,121.50577,DRILLDD,931939,28.0,224095.0,135.0,0.0,Drillhole Original
19903568,-31.353737,121.50577,DRILLDD,931939,122.74,224221.0,2.0,2.0,Drillhole Original
19903562,-31.353737,121.50577,DRILLDD,931939,117.26,224215.0,14.0,0.0,Drillhole Original
19903579,-31.353737,121.50577,DRILLDD,931939,131.26,224232.0,85.0,0.0,Drillhole Original
19903531,-31.353737,121.50577,DRILLDD,931939,8.0,224090.0,126.0,0.0,Drillhole Original
19903532,-31.353737,121.50577,DRILLDD,931939,12.0,224091.0,114.0,0.0,Drillhole Original
19903533,-31.353737,121.50577,DRILLDD,931939,16.0,224092.0,117.0,0.0,Drillhole Original
19903534,-31.353737,121.50577,DRILLDD,931939,20.0,224093.0,98.0,0.0,Drillhole Original
19903558,-31.353737,121.50577,DRILLDD,931939,114.24,224211.0,4566.0,1.0,Drillhole Original
19903545,-31.353737,121.50577,DRILLDD,931939,64.0,224104.0,92.0,0.0,Drillhole Original
19903537,-31.353737,121.50577,DRILLDD,931939,32.0,224096.0,110.0,0.0,Drillhole Original
19903538,-31.353737,121.50577,DRILLDD,931939,36.0,224097.0,113.0,0.0,Drillhole Original
19903578,-31.353737,121.50577,DRILLDD,931939,130.26,224231.0,122.0,0.0,Drillhole Original
19903577,-31.353737,121.50577,DRILLDD,931939,129.76,224230.0,2089.0,0.0,Drillhole Original
19903540,-31.353737,121.50577,DRILLDD,931939,44.0,224099.0,136.0,0.0,Drillhole Original
19903541,-31.353737,121.50577,DRILLDD,931939,48.0,224100.0,98.0,0.0,Drillhole Original
19903543,-31.353737,121.50577,DRILLDD,931939,56.0,224102.0,150.0,0.0,Drillhole Original
19903544,-31.353737,121.50577,DRILLDD,931939,60.0,224103.0,88.0,0.0,Drillhole Original
19903557,-31.353737,121.50577,DRILLDD,931939,114.02,224210.0,90.0,0.0,Drillhole Original
19903546,-31.353737,121.50577,DRILLDD,931939,68.0,224105.0,98.0,0.0,Drillhole Original
19903547,-31.353737,121.50577,DRILLDD,931939,72.0,224106.0,92.0,0.0,Drillhole Original
19903535,-31.353737,121.50577,DRILLDD,931939,24.0,224094.0,138.0,0.0,Drillhole Original
19903548,-31.353737,121.50577,DRILLDD,931939,76.0,224107.0,116.0,0.0,Drillhole Original
19903549,-31.353737,121.50577,DRILLDD,931939,80.0,224108.0,97.0,0.0,Drillhole Original
19903550,-31.353737,121.50577,DRILLDD,931939,84.0,224109.0,106.0,0.0,Drillhole Original
19903556,-31.353737,121.50577,DRILLDD,931939,113.5,224209.0,108.0,0.0,Drillhole Original
19903555,-31.353737,121.50577,DRILLDD,931939,113.0,224208.0,81.0,0.0,Drillhole Original
19903554,-31.353737,121.50577,DRILLDD,931939,105.64,224207.0,77.0,0.0,Drillhole Original
19903553,-31.353737,121.50577,DRILLDD,931939,105.34,224206.0,162.0,0.0,Drillhole Original
19903552,-31.353737,121.50577,DRILLDD,931939,90.0,224111.0,127.0,0.0,Drillhole Original
19903530,-31.353737,121.50577,DRILLDD,931939,4.0,224089.0,125.0,0.0,Drillhole Original
19903551,-31.353737,121.50577,DRILLDD,931939,88.0,224110.0,114.0,0.0,Drillhole Original
19903569,-31.353737,121.50577,DRILLDD,931939,123.63,224222.0,96.0,0.0,Drillhole Original
19903570,-31.353737,121.50577,DRILLDD,931939,124.63,224223.0,53.0,0.0,Drillhole Original
19903571,-31.353737,121.50577,DRILLDD,931939,125.63,224224.0,35.0,0.0,Drillhole Original
19903572,-31.353737,121.50577,DRILLDD,931939,126.3,224225.0,47.0,0.0,Drillhole Original
19903573,-31.353737,121.50577,DRILLDD,931939,126.57,224226.0,243.0,0.0,Drillhole Original
19903575,-31.353737,121.50577,DRILLDD,931939,128.57,224228.0,61.0,0.0,Drillhole Original
19903539,-31.353737,121.50577,DRILLDD,931939,40.0,224098.0,99.0,0.0,Drillhole Original
19903576,-31.353737,121.50577,DRILLDD,931939,129.54,224229.0,53.0,0.0,Drillhole Original
19903542,-31.353737,121.50577,DRILLDD,931939,52.0,224101.0,104.0,0.0,Drillhole Original
19903574,-31.353737,121.50577,DRILLDD,931939,127.57,224227.0,71.0,0.0,Drillhole Original
19905077,-31.353962,121.50587,DRILLRC,931979,101.0,224926.0,80.0,0.0,Drillhole Original
19905078,-31.353962,121.50587,DRILLRC,931979,102.0,224927.0,96.0,0.0,Drillhole Original
19905079,-31.353962,121.50587,DRILLRC,931979,103.0,224928.0,88.0,0.0,Drillhole Original
19905080,-31.353962,121.50587,DRILLRC,931979,104.0,224929.0,101.0,0.0,Drillhole Original
19905081,-31.353962,121.50587,DRILLRC,931979,105.0,224930.0,81.0,0.0,Drillhole Original
19905082,-31.353962,121.50587,DRILLRC,931979,106.0,224931.0,86.0,0.0,Drillhole Original
19905084,-31.353962,121.50587,DRILLRC,931979,108.0,224933.0,103.0,0.0,Drillhole Original
19905085,-31.353962,121.50587,DRILLRC,931979,109.0,224934.0,65.0,0.0,Drillhole Original
19905086,-31.353962,121.50587,DRILLRC,931979,110.0,224935.0,135.0,0.0,Drillhole Original
19905087,-31.353962,121.50587,DRILLRC,931979,111.0,224936.0,89.0,0.0,Drillhole Original
19905088,-31.353962,121.50587,DRILLRC,931979,112.0,224937.0,79.0,0.0,Drillhole Original
19905089,-31.353962,121.50587,DRILLRC,931979,113.0,224938.0,94.0,0.0,Drillhole Original
19905090,-31.353962,121.50587,DRILLRC,931979,114.0,224939.0,99.0,0.0,Drillhole Original
19905091,-31.353962,121.50587,DRILLRC,931979,115.0,224940.0,89.0,0.0,Drillhole Original
19905092,-31.353962,121.50587,DRILLRC,931979,116.0,224941.0,100.0,0.0,Drillhole Original
19905065,-31.353962,121.50587,DRILLRC,931979,56.0,224914.0,106.0,0.0,Drillhole Original
19905118,-31.353962,121.50587,DRILLRC,931979,142.0,224967.0,17.0,1.0,Drillhole Original
19905117,-31.353962,121.50587,DRILLRC,931979,141.0,224966.0,93.0,0.0,Drillhole Original
19905115,-31.353962,121.50587,DRILLRC,931979,139.0,224964.0,23.0,0.0,Drillhole Original
19905114,-31.353962,121.50587,DRILLRC,931979,138.0,224963.0,46.0,0.0,Drillhole Original
19905113,-31.353962,121.50587,DRILLRC,931979,137.0,224962.0,111.0,0.0,Drillhole Original
19905112,-31.353962,121.50587,DRILLRC,931979,136.0,224961.0,17.0,0.0,Drillhole Original
19905111,-31.353962,121.50587,DRILLRC,931979,135.0,224960.0,30.0,0.0,Drillhole Original
19905110,-31.353962,121.50587,DRILLRC,931979,134.0,224959.0,48.0,0.0,Drillhole Original
19905109,-31.353962,121.50587,DRILLRC,931979,133.0,224958.0,29.0,0.0,Drillhole Original
19905108,-31.353962,121.50587,DRILLRC,931979,132.0,224957.0,96.0,0.0,Drillhole Original
19905107,-31.353962,121.50587,DRILLRC,931979,131.0,224956.0,49.0,0.0,Drillhole Original
19905083,-31.353962,121.50587,DRILLRC,931979,107.0,224932.0,100.0,0.0,Drillhole Original
19905068,-31.353962,121.50587,DRILLRC,931979,68.0,224917.0,86.0,0.0,Drillhole Original
19905066,-31.353962,121.50587,DRILLRC,931979,60.0,224915.0,73.0,0.0,Drillhole Original
19905067,-31.353962,121.50587,DRILLRC,931979,64.0,224916.0,80.0,0.0,Drillhole Original
19905106,-31.353962,121.50587,DRILLRC,931979,130.0,224955.0,77.0,0.0,Drillhole Original
19905069,-31.353962,121.50587,DRILLRC,931979,72.0,224918.0,95.0,0.0,Drillhole Original
19905070,-31.353962,121.50587,DRILLRC,931979,76.0,224919.0,91.0,0.0,Drillhole Original
19905071,-31.353962,121.50587,DRILLRC,931979,80.0,224920.0,91.0,0.0,Drillhole Original
19905072,-31.353962,121.50587,DRILLRC,931979,84.0,224921.0,84.0,0.0,Drillhole Original
19905073,-31.353962,121.50587,DRILLRC,931979,88.0,224922.0,85.0,0.0,Drillhole Original
19904705,-31.35373,121.50564,DRILLRC,931969,88.0,224410.0,71.0,0.0,Drillhole Original
19904706,-31.35373,121.50564,DRILLRC,931969,92.0,224411.0,51.0,0.0,Drillhole Original
19904707,-31.35373,121.50564,DRILLRC,931969,96.0,224412.0,93.0,0.0,Drillhole Original
19904708,-31.35373,121.50564,DRILLRC,931969,100.0,224413.0,113.0,0.0,Drillhole Original
19904709,-31.35373,121.50564,DRILLRC,931969,104.0,224414.0,97.0,0.0,Drillhole Original
19904710,-31.35373,121.50564,DRILLRC,931969,108.0,224415.0,87.0,0.0,Drillhole Original
19904711,-31.35373,121.50564,DRILLRC,931969,112.0,224416.0,94.0,0.0,Drillhole Original
19904712,-31.35373,121.50564,DRILLRC,931969,116.0,224417.0,101.0,0.0,Drillhole Original
19904713,-31.35373,121.50564,DRILLRC,931969,120.0,224418.0,107.0,0.0,Drillhole Original
19904714,-31.35373,121.50564,DRILLRC,931969,124.0,224419.0,83.0,0.0,Drillhole Original
19904715,-31.35373,121.50564,DRILLRC,931969,128.0,224420.0,89.0,0.0,Drillhole Original
19904716,-31.35373,121.50564,DRILLRC,931969,132.0,224421.0,113.0,0.0,Drillhole Original
19904717,-31.35373,121.50564,DRILLRC,931969,136.0,224422.0,87.0,0.0,Drillhole Original
19904718,-31.35373,121.50564,DRILLRC,931969,140.0,224423.0,79.0,0.0,Drillhole Original
19904719,-31.35373,121.50564,DRILLRC,931969,144.0,224424.0,86.0,0.0,Drillhole Original
19904720,-31.35373,121.50564,DRILLRC,931969,148.0,224425.0,95.0,0.0,Drillhole Original
19904721,-31.35373,121.50564,DRILLRC,931969,152.0,224426.0,86.0,0.0,Drillhole Original
19904722,-31.35373,121.50564,DRILLRC,931969,156.0,224427.0,71.0,0.0,Drillhole Original
19904723,-31.35373,121.50564,DRILLRC,931969,157.0,224452.0,84.0,0.0,Drillhole Original
19904724,-31.35373,121.50564,DRILLRC,931969,158.0,224453.0,66.0,0.0,Drillhole Original
19904725,-31.35373,121.50564,DRILLRC,931969,159.0,224454.0,89.0,0.0,Drillhole Original
19904726,-31.35373,121.50564,DRILLRC,931969,160.0,224455.0,93.0,0.0,Drillhole Original
19904727,-31.35373,121.50564,DRILLRC,931969,161.0,224456.0,108.0,0.0,Drillhole Original
19904686,-31.35373,121.50564,DRILLRC,931969,12.0,224391.0,115.0,0.0,Drillhole Original
19904740,-31.35373,121.50564,DRILLRC,931969,174.0,224469.0,198.0,0.0,Drillhole Original
19904739,-31.35373,121.50564,DRILLRC,931969,173.0,224468.0,529.0,0.0,Drillhole Original
19904738,-31.35373,121.50564,DRILLRC,931969,172.0,224467.0,100.0,0.0,Drillhole Original
19904737,-31.35373,121.50564,DRILLRC,931969,171.0,224466.0,99.0,0.0,Drillhole Original
19904736,-31.35373,121.50564,DRILLRC,931969,170.0,224465.0,46.0,0.0,Drillhole Original
19904735,-31.35373,121.50564,DRILLRC,931969,169.0,224464.0,30.0,0.0,Drillhole Original
19904734,-31.35373,121.50564,DRILLRC,931969,168.0,224463.0,31.0,0.0,Drillhole Original
19904733,-31.35373,121.50564,DRILLRC,931969,167.0,224462.0,35.0,0.0,Drillhole Original
19904732,-31.35373,121.50564,DRILLRC,931969,166.0,224461.0,33.0,0.0,Drillhole Original
19903497,-31.353975,121.50585,DRILLDD,931937,24.0,224070.0,119.0,0.0,Drillhole Original
19903499,-31.353975,121.50585,DRILLDD,931937,32.0,224072.0,105.0,0.0,Drillhole Original
19903500,-31.353975,121.50585,DRILLDD,931937,36.0,224073.0,125.0,0.0,Drillhole Original
19903523,-31.353975,121.50585,DRILLDD,931937,134.67,224174.0,230.0,0.0,Drillhole Original
19903501,-31.353975,121.50585,DRILLDD,931937,40.0,224074.0,129.0,0.0,Drillhole Original
19903502,-31.353975,121.50585,DRILLDD,931937,44.0,224075.0,102.0,0.0,Drillhole Original
19903503,-31.353975,121.50585,DRILLDD,931937,48.0,224076.0,111.0,0.0,Drillhole Original
19903504,-31.353975,121.50585,DRILLDD,931937,52.0,224077.0,210.0,0.0,Drillhole Original
19903505,-31.353975,121.50585,DRILLDD,931937,56.0,224078.0,140.0,0.0,Drillhole Original
19903506,-31.353975,121.50585,DRILLDD,931937,60.0,224079.0,118.0,0.0,Drillhole Original
19903507,-31.353975,121.50585,DRILLDD,931937,64.0,224080.0,111.0,0.0,Drillhole Original
19903509,-31.353975,121.50585,DRILLDD,931937,72.0,224082.0,109.0,0.0,Drillhole Original
19903508,-31.353975,121.50585,DRILLDD,931937,68.0,224081.0,129.0,0.0,Drillhole Original
19903524,-31.353975,121.50585,DRILLDD,931937,135.15,224175.0,140.0,0.0,Drillhole Original
19903526,-31.353975,121.50585,DRILLDD,931937,137.1,224177.0,46.0,0.0,Drillhole Original
19903527,-31.353975,121.50585,DRILLDD,931937,138.26,224178.0,150.0,0.0,Drillhole Original
19903528,-31.353975,121.50585,DRILLDD,931937,139.0,224179.0,94.0,0.0,Drillhole Original
19903529,-31.353975,121.50585,DRILLDD,931937,140.0,224180.0,71.0,0.0,Drillhole Original
19903510,-31.353975,121.50585,DRILLDD,931937,76.0,224083.0,114.0,0.0,Drillhole Original
19903511,-31.353975,121.50585,DRILLDD,931937,80.0,224084.0,118.0,0.0,Drillhole Original
19903512,-31.353975,121.50585,DRILLDD,931937,84.0,224085.0,111.0,0.0,Drillhole Original
19903519,-31.353975,121.50585,DRILLDD,931937,132.86,224170.0,1978.0,0.0,Drillhole Original
19903514,-31.353975,121.50585,DRILLDD,931937,92.0,224087.0,101.0,0.0,Drillhole Original
19903515,-31.353975,121.50585,DRILLDD,931937,93.0,224088.0,108.0,0.0,Drillhole Original
19903516,-31.353975,121.50585,DRILLDD,931937,131.7,224167.0,107.0,0.0,Drillhole Original
19903517,-31.353975,121.50585,DRILLDD,931937,132.2,224168.0,70.0,0.0,Drillhole Original
19903518,-31.353975,121.50585,DRILLDD,931937,132.66,224169.0,519.0,1.0,Drillhole Original
19903498,-31.353975,121.50585,DRILLDD,931937,28.0,224071.0,138.0,0.0,Drillhole Original
19903492,-31.353975,121.50585,DRILLDD,931937,4.0,224065.0,125.0,0.0,Drillhole Original
19903449,-31.353884,121.50677,DRILLDD,931935,69.05,223752.0,49.0,0.0,Drillhole Original
19903445,-31.353884,121.50677,DRILLDD,931935,48.0,223870.0,15.0,0.0,Drillhole Original
19903439,-31.353884,121.50677,DRILLDD,931935,24.0,223864.0,105.0,0.0,Drillhole Original
19903440,-31.353884,121.50677,DRILLDD,931935,28.0,223865.0,35.0,0.0,Drillhole Original
19903462,-31.353884,121.50677,DRILLDD,931935,77.49,223765.0,221.0,0.0,Drillhole Original
19903460,-31.353884,121.50677,DRILLDD,931935,76.68,223763.0,5311.0,0.0,Drillhole Original
19903441,-31.353884,121.50677,DRILLDD,931935,32.0,223866.0,45.0,0.0,Drillhole Original
19903442,-31.353884,121.50677,DRILLDD,931935,36.0,223867.0,12.0,0.0,Drillhole Original
19903444,-31.353884,121.50677,DRILLDD,931935,44.0,223869.0,12.0,0.0,Drillhole Original
19903463,-31.353884,121.50677,DRILLDD,931935,78.4,223766.0,119.0,0.0,Drillhole Original
19903443,-31.353884,121.50677,DRILLDD,931935,40.0,223868.0,19.0,0.0,Drillhole Original
19903464,-31.353884,121.50677,DRILLDD,931935,79.4,223767.0,135.0,0.0,Drillhole Original
19903452,-31.353884,121.50677,DRILLDD,931935,71.12,223755.0,65.0,0.0,Drillhole Original
19903450,-31.353884,121.50677,DRILLDD,931935,69.95,223753.0,89.0,0.0,Drillhole Original
19903437,-31.353884,121.50677,DRILLDD,931935,16.0,223862.0,132.0,0.0,Drillhole Original
19903436,-31.353884,121.50677,DRILLDD,931935,12.0,223861.0,100.0,1.0,Drillhole Original
19903435,-31.353884,121.50677,DRILLDD,931935,8.0,223860.0,93.0,0.0,Drillhole Original
19903434,-31.353884,121.50677,DRILLDD,931935,4.0,223859.0,61.0,0.0,Drillhole Original
19903438,-31.353884,121.50677,DRILLDD,931935,20.0,223863.0,63.0,0.0,Drillhole Original
19903459,-31.353884,121.50677,DRILLDD,931935,75.88,223762.0,3517.0,0.0,Drillhole Original
19903458,-31.353884,121.50677,DRILLDD,931935,75.47,223761.0,1357.0,0.0,Drillhole Original
19903457,-31.353884,121.50677,DRILLDD,931935,74.5,223760.0,662.0,0.0,Drillhole Original
19903456,-31.353884,121.50677,DRILLDD,931935,73.65,223759.0,4.0,2.0,Drillhole Original
19903455,-31.353884,121.50677,DRILLDD,931935,73.4,223758.0,263.0,0.0,Drillhole Original
19903453,-31.353884,121.50677,DRILLDD,931935,72.1,223756.0,12.0,0.0,Drillhole Original
19903454,-31.353884,121.50677,DRILLDD,931935,73.0,223757.0,27.0,0.0,Drillhole Original
19903461,-31.353884,121.50677,DRILLDD,931935,76.92,223764.0,1994.0,0.0,Drillhole Original
19903448,-31.353884,121.50677,DRILLDD,931935,68.05,223751.0,142.0,0.0,Drillhole Original
19903447,-31.353884,121.50677,DRILLDD,931935,67.35,223750.0,117.0,0.0,Drillhole Original
19903446,-31.353884,121.50677,DRILLDD,931935,51.0,223871.0,6.0,0.0,Drillhole Original
19903451,-31.353884,121.50677,DRILLDD,931935,70.3,223754.0,77.0,0.0,Drillhole Original
19905026,-31.353977,121.50587,DRILLRC,931978,93.0,224875.0,102.0,0.0,Drillhole Original
19905025,-31.353977,121.50587,DRILLRC,931978,92.0,224874.0,83.0,0.0,Drillhole Original
19905024,-31.353977,121.50587,DRILLRC,931978,91.0,224873.0,91.0,0.0,Drillhole Original
19905023,-31.353977,121.50587,DRILLRC,931978,90.0,224872.0,583.0,0.0,Drillhole Original
19905022,-31.353977,121.50587,DRILLRC,931978,89.0,224871.0,73.0,0.0,Drillhole Original
19905021,-31.353977,121.50587,DRILLRC,931978,88.0,224870.0,89.0,0.0,Drillhole Original
19904999,-31.353977,121.50587,DRILLRC,931978,48.0,224848.0,112.0,0.0,Drillhole Original
19905020,-31.353977,121.50587,DRILLRC,931978,87.0,224869.0,203.0,0.0,Drillhole Original
19905019,-31.353977,121.50587,DRILLRC,931978,86.0,224868.0,93.0,0.0,Drillhole Original
19905018,-31.353977,121.50587,DRILLRC,931978,85.0,224867.0,84.0,0.0,Drillhole Original
19905017,-31.353977,121.50587,DRILLRC,931978,84.0,224866.0,123.0,0.0,Drillhole Original
19905016,-31.353977,121.50587,DRILLRC,931978,83.0,224865.0,89.0,0.0,Drillhole Original
19905015,-31.353977,121.50587,DRILLRC,931978,82.0,224864.0,88.0,0.0,Drillhole Original
19905014,-31.353977,121.50587,DRILLRC,931978,81.0,224863.0,84.0,0.0,Drillhole Original
19905013,-31.353977,121.50587,DRILLRC,931978,80.0,224862.0,70.0,0.0,Drillhole Original
19905012,-31.353977,121.50587,DRILLRC,931978,79.0,224861.0,88.0,0.0,Drillhole Original
19905011,-31.353977,121.50587,DRILLRC,931978,78.0,224860.0,72.0,0.0,Drillhole Original
19905010,-31.353977,121.50587,DRILLRC,931978,77.0,224859.0,72.0,0.0,Drillhole Original
19905009,-31.353977,121.50587,DRILLRC,931978,76.0,224858.0,90.0,0.0,Drillhole Original
19905008,-31.353977,121.50587,DRILLRC,931978,75.0,224857.0,89.0,0.0,Drillhole Original
19905007,-31.353977,121.50587,DRILLRC,931978,74.0,224856.0,92.0,0.0,Drillhole Original
19905006,-31.353977,121.50587,DRILLRC,931978,73.0,224855.0,93.0,0.0,Drillhole Original
19905005,-31.353977,121.50587,DRILLRC,931978,72.0,224854.0,98.0,0.0,Drillhole Original
19905004,-31.353977,121.50587,DRILLRC,931978,68.0,224853.0,88.0,0.0,Drillhole Original
19905030,-31.353977,121.50587,DRILLRC,931978,97.0,224879.0,188.0,1.0,Drillhole Original
19905031,-31.353977,121.50587,DRILLRC,931978,98.0,224880.0,84.0,0.0,Drillhole Original
19905032,-31.353977,121.50587,DRILLRC,931978,99.0,224881.0,113.0,0.0,Drillhole Original
19905033,-31.353977,121.50587,DRILLRC,931978,100.0,224882.0,11.0,1.0,Drillhole Original
19905034,-31.353977,121.50587,DRILLRC,931978,101.0,224883.0,16.0,1.0,Drillhole Original
19905035,-31.353977,121.50587,DRILLRC,931978,102.0,224884.0,4.0,2.0,Drillhole Original
19905036,-31.353977,121.50587,DRILLRC,931978,103.0,224885.0,16.0,0.0,Drillhole Original
19905037,-31.353977,121.50587,DRILLRC,931978,104.0,224886.0,27.0,0.0,Drillhole Original
19905038,-31.353977,121.50587,DRILLRC,931978,105.0,224887.0,55.0,0.0,Drillhole Original
19905039,-31.353977,121.50587,DRILLRC,931978,106.0,224888.0,41.0,0.0,Drillhole Original
19905040,-31.353977,121.50587,DRILLRC,931978,107.0,224889.0,93.0,0.0,Drillhole Original
19905041,-31.353977,121.50587,DRILLRC,931978,108.0,224890.0,63.0,0.0,Drillhole Original
19905042,-31.353977,121.50587,DRILLRC,931978,109.0,224891.0,31.0,0.0,Drillhole Original
19905043,-31.353977,121.50587,DRILLRC,931978,110.0,224892.0,14.0,1.0,Drillhole Original
19905044,-31.353977,121.50587,DRILLRC,931978,111.0,224893.0,34.0,0.0,Drillhole Original
19905045,-31.353977,121.50587,DRILLRC,931978,112.0,224894.0,63.0,0.0,Drillhole Original
19905116,-31.353962,121.50587,DRILLRC,931979,140.0,224965.0,80.0,0.0,Drillhole Original
19905075,-31.353962,121.50587,DRILLRC,931979,96.0,224924.0,74.0,0.0,Drillhole Original
19905064,-31.353962,121.50587,DRILLRC,931979,52.0,224913.0,99.0,0.0,Drillhole Original
19905052,-31.353962,121.50587,DRILLRC,931979,4.0,224901.0,94.0,0.0,Drillhole Original
19905053,-31.353962,121.50587,DRILLRC,931979,8.0,224902.0,126.0,0.0,Drillhole Original
19905054,-31.353962,121.50587,DRILLRC,931979,12.0,224903.0,95.0,0.0,Drillhole Original
19905055,-31.353962,121.50587,DRILLRC,931979,16.0,224904.0,88.0,0.0,Drillhole Original
19905056,-31.353962,121.50587,DRILLRC,931979,20.0,224905.0,85.0,0.0,Drillhole Original
19905057,-31.353962,121.50587,DRILLRC,931979,24.0,224906.0,86.0,0.0,Drillhole Original
19905058,-31.353962,121.50587,DRILLRC,931979,28.0,224907.0,84.0,0.0,Drillhole Original
19905059,-31.353962,121.50587,DRILLRC,931979,32.0,224908.0,123.0,0.0,Drillhole Original
19905060,-31.353962,121.50587,DRILLRC,931979,36.0,224909.0,236.0,0.0,Drillhole Original
19905061,-31.353962,121.50587,DRILLRC,931979,40.0,224910.0,175.0,0.0,Drillhole Original
19905062,-31.353962,121.50587,DRILLRC,931979,44.0,224911.0,100.0,0.0,Drillhole Original
19905063,-31.353962,121.50587,DRILLRC,931979,48.0,224912.0,101.0,0.0,Drillhole Original
19905105,-31.353962,121.50587,DRILLRC,931979,129.0,224954.0,57.0,0.0,Drillhole Original
19905104,-31.353962,121.50587,DRILLRC,931979,128.0,224953.0,51.0,0.0,Drillhole Original
19905103,-31.353962,121.50587,DRILLRC,931979,127.0,224952.0,96.0,0.0,Drillhole Original
19905102,-31.353962,121.50587,DRILLRC,931979,126.0,224951.0,68.0,0.0,Drillhole Original
19905101,-31.353962,121.50587,DRILLRC,931979,125.0,224950.0,17.0,1.0,Drillhole Original
19905100,-31.353962,121.50587,DRILLRC,931979,124.0,224949.0,61.0,0.0,Drillhole Original
19905099,-31.353962,121.50587,DRILLRC,931979,123.0,224948.0,95.0,0.0,Drillhole Original
19905098,-31.353962,121.50587,DRILLRC,931979,122.0,224947.0,99.0,0.0,Drillhole Original
19905093,-31.353962,121.50587,DRILLRC,931979,117.0,224942.0,82.0,0.0,Drillhole Original
19905097,-31.353962,121.50587,DRILLRC,931979,121.0,224946.0,323.0,0.0,Drillhole Original
19905096,-31.353962,121.50587,DRILLRC,931979,120.0,224945.0,109.0,0.0,Drillhole Original
19905095,-31.353962,121.50587,DRILLRC,931979,119.0,224944.0,148.0,0.0,Drillhole Original
