Dataset,g_lat,g_lon,Count
Drillhole DNN,-576,2338,11
Drillhole DNN,-622,2383,11
Drillhole DNN,-667,2437,11
Drillhole DNN,-610,2373,11
Drillhole DNN,-621,2416,11
Drillhole DNN,-606,2313,10
Drillhole DNN,-611,2373,10
Drillhole DNN,-655,2328,10
Drillhole DNN,-657,2363,10
Drillhole DNN,-599,2401,10
Drillhole DNN,-645,2411,10
Drillhole DNN,-643,2421,10
Drillhole DNN,-572,2337,10
Drillhole DNN,-647,2395,10
Drillhole DNN,-586,2339,10
Drillhole DNN,-601,2316,10
Drillhole DNN,-635,2432,10
Drillhole DNN,-614,2333,10
Drillhole DNN,-574,2326,10
Drillhole DNN,-656,2398,9
Drillhole DNN,-616,2318,9
Drillhole DNN,-625,2421,9
Drillhole DNN,-660,2341,9
Drillhole DNN,-629,2425,9
Drillhole DNN,-661,2366,9
Drillhole DNN,-632,2421,9
Drillhole DNN,-575,2338,9
Drillhole DNN,-634,2381,9
Drillhole DNN,-666,2438,9
Drillhole DNN,-667,2363,9
Drillhole DNN,-581,2298,9
Drillhole DNN,-644,2408,9
Drillhole DNN,-651,2421,9
Drillhole DNN,-639,2434,8
Drillhole DNN,-656,2357,8
Drillhole DNN,-567,2356,8
Drillhole DNN,-629,2387,8
Drillhole DNN,-657,2430,8
Drillhole DNN,-607,2393,8
Drillhole DNN,-624,2329,8
Drillhole DNN,-596,2329,8
Drillhole DNN,-597,2387,8
Drillhole DNN,-622,2358,8
Drillhole DNN,-591,2344,8
Drillhole DNN,-547,2321,8
Drillhole DNN,-674,2403,8
Drillhole DNN,-690,2354,8
Drillhole DNN,-582,2298,8
Drillhole DNN,-641,2380,8
Drillhole DNN,-654,2395,8
Drillhole DNN,-679,2351,8
Drillhole DNN,-673,2327,8
Drillhole DNN,-691,2366,8
Drillhole DNN,-679,2352,8
Drillhole DNN,-565,2329,8
Drillhole DNN,-582,2340,8
Drillhole DNN,-603,2315,7
Drillhole DNN,-632,2422,7
Drillhole DNN,-594,2375,7
Drillhole DNN,-654,2327,7
Drillhole DNN,-691,2368,7
Drillhole DNN,-639,2369,7
Drillhole DNN,-560,2315,7
Drillhole DNN,-634,2392,7
Drillhole DNN,-631,2386,7
Drillhole DNN,-578,2329,7
Drillhole DNN,-646,2432,7
Drillhole DNN,-579,2340,7
Drillhole DNN,-585,2338,6
Drillhole DNN,-681,2338,6
Drillhole DNN,-657,2385,6
Drillhole DNN,-601,2333,6
Drillhole DNN,-645,2404,6
Drillhole DNN,-630,2394,6
Drillhole DNN,-691,2367,6
Drillhole DNN,-632,2429,6
Drillhole DNN,-668,2442,6
Drillhole DNN,-603,2322,6
Drillhole DNN,-653,2378,6
Drillhole DNN,-620,2393,6
Drillhole DNN,-635,2382,6
Drillhole DNN,-598,2373,6
Drillhole DNN,-594,2329,6
Drillhole DNN,-634,2390,6
Drillhole DNN,-636,2430,6
Drillhole DNN,-662,2399,6
Drillhole DNN,-665,2427,6
Drillhole DNN,-683,2320,6
Drillhole DNN,-607,2378,6
Drillhole DNN,-615,2390,6
Drillhole DNN,-615,2404,6
Drillhole DNN,-640,2369,6
Drillhole DNN,-674,2319,5
Drillhole DNN,-660,2342,5
Drillhole DNN,-661,2391,5
Drillhole DNN,-651,2414,5
Drillhole DNN,-600,2334,5
Drillhole DNN,-633,2430,5
Drillhole DNN,-615,2367,5
Drillhole DNN,-645,2433,5
Drillhole DNN,-598,2375,5
Drillhole DNN,-637,2381,5
Drillhole DNN,-631,2371,5
Drillhole DNN,-671,2314,5
Drillhole DNN,-655,2342,5
Drillhole DNN,-638,2406,5
Drillhole DNN,-656,2345,5
Drillhole DNN,-620,2394,5
Drillhole DNN,-628,2425,4
Drillhole DNN,-677,2406,4
Drillhole DNN,-656,2327,4
Drillhole DNN,-656,2340,4
Drillhole DNN,-636,2397,4
Drillhole DNN,-627,2370,4
Drillhole DNN,-662,2429,4
Drillhole DNN,-683,2317,4
Drillhole DNN,-670,2388,4
Drillhole DNN,-599,2336,4
Drillhole DNN,-659,2410,4
Drillhole DNN,-657,2429,4
Drillhole DNN,-596,2328,4
Drillhole DNN,-665,2440,4
Drillhole DNN,-662,2395,4
Drillhole DNN,-656,2344,4
Drillhole DNN,-655,2340,4
Drillhole DNN,-578,2361,4
Drillhole DNN,-655,2326,4
Drillhole DNN,-630,2381,4
Drillhole DNN,-609,2378,4
Drillhole DNN,-679,2349,4
Drillhole DNN,-577,2362,4
Drillhole DNN,-637,2405,4
Drillhole DNN,-652,2416,4
Drillhole DNN,-681,2337,4
Drillhole DNN,-626,2428,4
Drillhole DNN,-659,2400,4
Drillhole DNN,-696,2359,4
Drillhole DNN,-657,2342,4
Drillhole DNN,-638,2431,4
Drillhole DNN,-667,2439,4
Drillhole DNN,-576,2362,4
Drillhole DNN,-641,2333,4
Drillhole DNN,-592,2383,4
Drillhole DNN,-640,2410,4
Drillhole DNN,-614,2369,4
Drillhole DNN,-660,2343,4
Drillhole DNN,-595,2397,3
Drillhole DNN,-676,2403,3
Drillhole DNN,-669,2442,3
Drillhole DNN,-669,2438,3
Drillhole DNN,-570,2337,3
Drillhole DNN,-678,2350,3
Drillhole DNN,-670,2315,3
Drillhole DNN,-689,2353,3
Drillhole DNN,-542,2323,3
Drillhole DNN,-674,2376,3
Drillhole DNN,-677,2333,3
Drillhole DNN,-665,2428,3
Drillhole DNN,-586,2336,3
Drillhole DNN,-674,2372,3
Drillhole DNN,-592,2389,3
Drillhole DNN,-545,2327,3
Drillhole DNN,-666,2429,3
Drillhole DNN,-673,2370,3
Drillhole DNN,-671,2389,3
Drillhole DNN,-575,2334,3
Drillhole DNN,-630,2432,3
Drillhole DNN,-631,2423,3
Drillhole DNN,-662,2430,3
Drillhole DNN,-645,2406,3
Drillhole DNN,-623,2427,3
Drillhole DNN,-622,2322,3
Drillhole DNN,-638,2430,3
Drillhole DNN,-603,2372,3
Drillhole DNN,-624,2362,3
Drillhole DNN,-624,2359,3
Drillhole DNN,-632,2370,3
Drillhole DNN,-651,2378,3
Drillhole DNN,-618,2404,3
Drillhole DNN,-618,2326,3
Drillhole DNN,-656,2424,3
Drillhole DNN,-605,2386,3
Drillhole DNN,-627,2388,3
Drillhole DNN,-653,2415,3
Drillhole DNN,-662,2414,3
Drillhole DNN,-611,2414,3
Drillhole DNN,-621,2419,3
Drillhole DNN,-635,2433,3
Drillhole DNN,-633,2424,3
Drillhole DNN,-636,2422,3
Drillhole DNN,-612,2372,3
Drillhole DNN,-630,2336,3
Drillhole DNN,-645,2405,3
Drillhole DNN,-653,2395,3
Drillhole DNN,-599,2372,3
Drillhole DNN,-631,2430,3
Drillhole DNN,-662,2398,3
Drillhole DNN,-649,2324,2
Drillhole DNN,-683,2316,2
Drillhole DNN,-585,2372,2
Drillhole DNN,-614,2368,2
Drillhole DNN,-648,2379,2
Drillhole DNN,-613,2344,2
Drillhole DNN,-634,2362,2
Drillhole DNN,-688,2354,2
Drillhole DNN,-635,2427,2
Drillhole DNN,-623,2329,2
Drillhole DNN,-674,2424,2
Drillhole DNN,-688,2353,2
Drillhole DNN,-653,2389,2
Drillhole DNN,-674,2429,2
Drillhole DNN,-654,2388,2
Drillhole DNN,-675,2412,2
Drillhole DNN,-676,2337,2
Drillhole DNN,-676,2418,2
Drillhole DNN,-584,2371,2
Drillhole DNN,-639,2396,2
Drillhole DNN,-621,2420,2
Drillhole DNN,-679,2350,2
Drillhole DNN,-579,2361,2
Drillhole DNN,-620,2371,2
Drillhole DNN,-580,2340,2
Drillhole DNN,-576,2334,2
Drillhole DNN,-622,2376,2
Drillhole DNN,-618,2324,2
Drillhole DNN,-581,2349,2
Drillhole DNN,-581,2347,2
Drillhole DNN,-581,2346,2
Drillhole DNN,-677,2332,2
Drillhole DNN,-642,2376,2
Drillhole DNN,-642,2333,2
Drillhole DNN,-582,2347,2
Drillhole DNN,-638,2404,2
Drillhole DNN,-617,2402,2
Drillhole DNN,-655,2433,2
Drillhole DNN,-583,2341,2
Drillhole DNN,-681,2319,2
Drillhole DNN,-623,2426,2
Drillhole DNN,-646,2411,2
Drillhole DNN,-647,2413,2
Drillhole DNN,-637,2369,2
Drillhole DNN,-578,2363,2
Drillhole DNN,-639,2405,2
Drillhole DNN,-669,2441,2
Drillhole DNN,-606,2378,2
Drillhole DNN,-546,2327,2
Drillhole DNN,-628,2336,2
Drillhole DNN,-657,2343,2
Drillhole DNN,-631,2429,2
Drillhole DNN,-696,2360,2
Drillhole DNN,-631,2370,2
Drillhole DNN,-657,2327,2
Drillhole DNN,-633,2362,2
Drillhole DNN,-559,2321,2
Drillhole DNN,-668,2362,2
Drillhole DNN,-658,2428,2
Drillhole DNN,-659,2416,2
Drillhole DNN,-659,2407,2
Drillhole DNN,-695,2360,2
Drillhole DNN,-667,2361,2
Drillhole DNN,-659,2344,2
Drillhole DNN,-695,2359,2
Drillhole DNN,-601,2373,2
Drillhole DNN,-661,2415,2
Drillhole DNN,-631,2395,2
Drillhole DNN,-661,2414,2
Drillhole DNN,-698,2355,2
Drillhole DNN,-665,2431,2
Drillhole DNN,-608,2396,2
Drillhole DNN,-656,2343,2
Drillhole DNN,-672,2334,2
Drillhole DNN,-627,2400,2
Drillhole DNN,-697,2358,2
Drillhole DNN,-611,2372,2
Drillhole DNN,-664,2429,2
Drillhole DNN,-671,2405,2
Drillhole DNN,-632,2362,2
Drillhole DNN,-599,2375,2
Drillhole DNN,-591,2375,2
Drillhole DNN,-600,2333,2
Drillhole DNN,-599,2374,2
Drillhole DNN,-606,2324,2
Drillhole DNN,-690,2341,2
Drillhole DNN,-632,2371,2
Drillhole DNN,-691,2374,2
Drillhole DNN,-680,2318,1
Drillhole DNN,-679,2318,1
Drillhole DNN,-622,2359,1
Drillhole DNN,-697,2361,1
Drillhole DNN,-638,2368,1
Drillhole DNN,-622,2368,1
Drillhole DNN,-697,2359,1
Drillhole DNN,-630,2376,1
Drillhole DNN,-638,2347,1
Drillhole DNN,-546,2326,1
Drillhole DNN,-622,2384,1
Drillhole DNN,-697,2360,1
Drillhole DNN,-626,2414,1
Drillhole DNN,-546,2311,1
Drillhole DNN,-632,2385,1
Drillhole DNN,-689,2347,1
Drillhole DNN,-627,2399,1
Drillhole DNN,-690,2375,1
Drillhole DNN,-567,2333,1
Drillhole DNN,-572,2355,1
Drillhole DNN,-690,2374,1
Drillhole DNN,-625,2414,1
Drillhole DNN,-690,2372,1
Drillhole DNN,-628,2429,1
Drillhole DNN,-575,2330,1
Drillhole DNN,-636,2382,1
Drillhole DNN,-637,2434,1
Drillhole DNN,-574,2334,1
Drillhole DNN,-574,2330,1
Drillhole DNN,-623,2363,1
Drillhole DNN,-631,2337,1
Drillhole DNN,-575,2356,1
Drillhole DNN,-692,2346,1
Drillhole DNN,-663,2397,1
Drillhole DNN,-616,2391,1
Drillhole DNN,-578,2340,1
Drillhole DNN,-657,2416,1
Drillhole DNN,-669,2417,1
Drillhole DNN,-669,2390,1
Drillhole DNN,-592,2374,1
Drillhole DNN,-657,2389,1
Drillhole DNN,-670,2418,1
Drillhole DNN,-607,2404,1
Drillhole DNN,-670,2390,1
Drillhole DNN,-608,2405,1
Drillhole DNN,-621,2422,1
Drillhole DNN,-608,2324,1
Drillhole DNN,-656,2407,1
Drillhole DNN,-656,2416,1
Drillhole DNN,-590,2345,1
Drillhole DNN,-610,2374,1
Drillhole DNN,-610,2323,1
Drillhole DNN,-671,2372,1
Drillhole DNN,-593,2389,1
Drillhole DNN,-657,2328,1
Drillhole DNN,-658,2429,1
Drillhole DNN,-603,2371,1
Drillhole DNN,-663,2429,1
Drillhole DNN,-664,2427,1
Drillhole DNN,-599,2386,1
Drillhole DNN,-599,2373,1
Drillhole DNN,-665,2438,1
Drillhole DNN,-665,2429,1
Drillhole DNN,-595,2358,1
Drillhole DNN,-662,2441,1
Drillhole DNN,-662,2442,1
Drillhole DNN,-666,2428,1
Drillhole DNN,-600,2372,1
Drillhole DNN,-600,2323,1
Drillhole DNN,-600,2322,1
Drillhole DNN,-667,2438,1
Drillhole DNN,-660,2395,1
Drillhole DNN,-611,2323,1
Drillhole DNN,-655,2429,1
Drillhole DNN,-672,2359,1
Drillhole DNN,-676,2423,1
Drillhole DNN,-676,2410,1
Drillhole DNN,-676,2360,1
Drillhole DNN,-598,2374,1
Drillhole DNN,-644,2404,1
Drillhole DNN,-677,2416,1
Drillhole DNN,-677,2412,1
Drillhole DNN,-677,2410,1
Drillhole DNN,-643,2419,1
Drillhole DNN,-642,2396,1
Drillhole DNN,-642,2409,1
Drillhole DNN,-619,2371,1
Drillhole DNN,-641,2411,1
Drillhole DNN,-640,2380,1
Drillhole DNN,-640,2433,1
Drillhole DNN,-639,2368,1
Drillhole DNN,-647,2398,1
Drillhole DNN,-675,2359,1
Drillhole DNN,-673,2406,1
Drillhole DNN,-675,2402,1
Drillhole DNN,-673,2371,1
Drillhole DNN,-654,2326,1
Drillhole DNN,-673,2326,1
Drillhole DNN,-586,2345,1
Drillhole DNN,-653,2430,1
Drillhole DNN,-586,2354,1
Drillhole DNN,-613,2371,1
Drillhole DNN,-674,2412,1
Drillhole DNN,-674,2405,1
Drillhole DNN,-613,2370,1
Drillhole DNN,-614,2370,1
Drillhole DNN,-649,2436,1
Drillhole DNN,-648,2418,1
Drillhole DNN,-675,2424,1
Drillhole DNN,-615,2368,1
Drillhole DNN,-699,2355,1
Surface Original,-646,2393,9171
Surface Original,-613,2418,8335
Surface Original,-614,2418,7848
Surface Original,-548,2308,7005
Surface Original,-632,2392,6135
Surface Original,-610,2378,5121
Surface Original,-632,2391,5058
Surface Original,-623,2416,4880
Surface Original,-641,2379,4753
Surface Original,-673,2405,4734
Surface Original,-674,2406,4561
Surface Original,-620,2424,4545
Surface Original,-626,2429,4418
Surface Original,-673,2406,4259
Surface Original,-672,2403,4245
Surface Original,-641,2380,4174
Surface Original,-621,2420,4143
Surface Original,-584,2340,4124
Surface Original,-633,2391,4063
Surface Original,-644,2393,4060
Surface Original,-644,2392,3720
Surface Original,-635,2432,3639
Surface Original,-671,2403,3551
Surface Original,-675,2405,3407
Surface Original,-566,2336,3360
Surface Original,-588,2383,3302
Surface Original,-673,2404,3230
Surface Original,-630,2431,3228
Surface Original,-624,2416,3140
Surface Original,-627,2430,3001
Surface Original,-672,2406,2991
Surface Original,-631,2392,2940
Surface Original,-650,2415,2828
Surface Original,-647,2393,2765
Surface Original,-633,2396,2764
Surface Original,-647,2394,2754
Surface Original,-578,2340,2722
Surface Original,-614,2419,2701
Surface Original,-613,2419,2695
Surface Original,-641,2411,2628
Surface Original,-620,2423,2597
Surface Original,-635,2433,2560
Surface Original,-637,2393,2542
Surface Original,-675,2404,2541
Surface Original,-612,2379,2533
Surface Original,-661,2366,2501
Surface Original,-612,2418,2501
Surface Original,-569,2335,2498
Surface Original,-632,2394,2469
Surface Original,-621,2421,2439
Surface Original,-654,2327,2426
Surface Original,-628,2429,2423
Surface Original,-584,2339,2380
Surface Original,-627,2429,2374
Surface Original,-615,2418,2327
Surface Original,-618,2333,2324
Surface Original,-631,2432,2318
Surface Original,-547,2308,2315
Surface Original,-621,2416,2310
Surface Original,-629,2430,2298
Surface Original,-609,2378,2284
Surface Original,-638,2390,2270
Surface Original,-668,2400,2258
Surface Original,-624,2422,2214
Surface Original,-641,2381,2193
Surface Original,-630,2387,2176
Surface Original,-648,2342,2163
Surface Original,-613,2417,2110
Surface Original,-671,2402,2057
Surface Original,-621,2383,2002
Surface Original,-571,2337,1995
Surface Original,-639,2391,1988
Surface Original,-672,2359,1977
Surface Original,-583,2340,1969
Surface Original,-652,2415,1965
Surface Original,-617,2392,1962
Surface Original,-626,2428,1957
Surface Original,-611,2378,1945
Surface Original,-557,2293,1891
Surface Original,-637,2394,1874
Surface Original,-668,2375,1866
Surface Original,-589,2381,1855
Surface Original,-576,2339,1853
Surface Original,-642,2380,1821
Surface Original,-636,2433,1819
Surface Original,-634,2397,1818
Surface Original,-624,2421,1815
Surface Original,-618,2423,1809
Surface Original,-579,2340,1802
Surface Original,-589,2383,1800
Surface Original,-646,2394,1796
Surface Original,-621,2422,1791
Surface Original,-577,2339,1766
Surface Original,-645,2393,1765
Surface Original,-597,2383,1765
Surface Original,-642,2381,1743
Surface Original,-572,2337,1732
Surface Original,-627,2386,1716
Surface Original,-631,2394,1706
Surface Original,-570,2336,1700
Surface Original,-666,2364,1685
Surface Original,-615,2419,1680
Surface Original,-565,2334,1674
Surface Original,-608,2398,1671
Surface Original,-627,2387,1642
Surface Original,-628,2430,1622
Surface Original,-580,2339,1618
Surface Original,-674,2366,1612
Surface Original,-643,2433,1607
Surface Original,-675,2379,1602
Surface Original,-607,2378,1602
Surface Original,-616,2403,1576
Surface Original,-590,2382,1561
Surface Original,-673,2349,1557
Surface Original,-644,2433,1551
Surface Original,-643,2395,1546
Surface Original,-614,2417,1544
Surface Original,-582,2340,1535
Surface Original,-637,2433,1527
Surface Original,-675,2380,1516
Surface Original,-630,2391,1506
Surface Original,-632,2395,1501
Surface Original,-565,2336,1492
Surface Original,-655,2327,1482
Surface Original,-630,2393,1481
Surface Original,-669,2400,1478
Surface Original,-612,2378,1474
Surface Original,-595,2383,1473
Surface Original,-631,2391,1472
Surface Original,-674,2405,1471
Surface Original,-671,2342,1463
Surface Original,-618,2392,1462
Surface Original,-626,2430,1454
Surface Original,-629,2387,1452
Surface Original,-623,2417,1447
Surface Original,-645,2434,1446
Surface Original,-646,2434,1435
Surface Original,-583,2339,1421
Surface Original,-585,2338,1419
Surface Original,-567,2336,1416
Surface Original,-584,2337,1410
Surface Original,-614,2379,1399
Surface Original,-612,2401,1398
Surface Original,-579,2341,1371
Surface Original,-615,2380,1368
Surface Original,-644,2434,1368
Surface Original,-632,2388,1347
Surface Original,-591,2382,1347
Surface Original,-623,2399,1347
Surface Original,-638,2394,1341
Surface Original,-580,2340,1338
Surface Original,-640,2410,1335
Surface Original,-670,2348,1333
Surface Original,-610,2377,1323
Surface Original,-675,2403,1309
Surface Original,-578,2342,1301
Surface Original,-669,2376,1295
Surface Original,-634,2396,1294
Surface Original,-589,2382,1281
Surface Original,-579,2361,1280
Surface Original,-592,2390,1278
Surface Original,-577,2340,1275
Surface Original,-675,2406,1274
Surface Original,-594,2329,1266
Surface Original,-624,2361,1254
Surface Original,-612,2417,1251
Surface Original,-666,2351,1243
Surface Original,-633,2395,1231
Surface Original,-585,2337,1229
Surface Original,-579,2339,1215
Surface Original,-606,2379,1210
Surface Original,-617,2423,1207
Surface Original,-581,2340,1202
Surface Original,-647,2413,1197
Surface Original,-657,2400,1194
Surface Original,-668,2362,1187
Surface Original,-585,2353,1171
Surface Original,-607,2377,1170
Surface Original,-673,2359,1166
Surface Original,-570,2295,1153
Surface Original,-608,2378,1153
Surface Original,-672,2404,1151
Surface Original,-630,2337,1142
Surface Original,-629,2389,1132
Surface Original,-629,2429,1132
Surface Original,-674,2404,1129
Surface Original,-672,2402,1122
Surface Original,-667,2364,1120
Surface Original,-676,2403,1119
Surface Original,-632,2393,1113
Surface Original,-598,2383,1109
Surface Original,-669,2401,1098
Surface Original,-671,2358,1096
Surface Original,-635,2431,1094
Surface Original,-629,2335,1092
Surface Original,-675,2366,1092
Surface Original,-676,2358,1092
Surface Original,-632,2385,1080
Surface Original,-643,2434,1080
Surface Original,-633,2397,1069
Surface Original,-679,2382,1065
Surface Original,-622,2421,1063
Surface Original,-670,2358,1059
Surface Original,-593,2390,1055
Surface Original,-622,2384,1053
Surface Original,-588,2384,1052
Surface Original,-564,2335,1048
Surface Original,-653,2395,1046
Surface Original,-638,2433,1043
Surface Original,-654,2326,1033
Surface Original,-667,2361,1033
Surface Original,-601,2373,1032
Surface Original,-578,2338,1031
Surface Original,-673,2358,1028
Surface Original,-676,2381,1027
Surface Original,-566,2335,1023
Surface Original,-649,2394,1022
Surface Original,-666,2352,1015
Surface Original,-574,2339,1014
Surface Original,-616,2333,1012
Surface Original,-670,2377,1012
Surface Original,-593,2389,1009
Surface Original,-663,2356,1002
Surface Original,-674,2365,994
Surface Original,-669,2353,992
Surface Original,-633,2433,991
Surface Original,-672,2344,989
Surface Original,-618,2404,988
Surface Original,-668,2363,988
Surface Original,-616,2380,986
Surface Original,-612,2414,983
Surface Original,-586,2353,982
Surface Original,-630,2432,981
Surface Original,-613,2379,972
Surface Original,-622,2420,971
Surface Original,-581,2339,971
Surface Original,-624,2385,966
Surface Original,-568,2334,966
Surface Original,-583,2338,965
Surface Original,-615,2379,965
Surface Original,-633,2422,956
Surface Original,-648,2413,954
Surface Original,-662,2367,953
Surface Original,-615,2392,948
Surface Original,-586,2338,947
Surface Original,-640,2430,946
Surface Original,-667,2362,943
Surface Original,-676,2361,941
Surface Original,-629,2393,940
Surface Original,-669,2362,932
Surface Original,-671,2340,927
Surface Original,-599,2384,923
Surface Original,-615,2389,919
Surface Original,-620,2382,919
Surface Original,-669,2363,918
Surface Original,-638,2395,917
Surface Original,-631,2337,912
Surface Original,-618,2382,912
Surface Original,-626,2417,911
Surface Original,-589,2380,902
Surface Original,-636,2393,902
Surface Original,-630,2371,901
Surface Original,-570,2337,900
Surface Original,-663,2364,900
Surface Original,-670,2402,895
Surface Original,-628,2394,895
Surface Original,-668,2352,894
Surface Original,-547,2320,882
Surface Original,-586,2352,882
Surface Original,-639,2409,880
Surface Original,-581,2349,878
Surface Original,-618,2418,875
Surface Original,-556,2293,874
Surface Original,-655,2328,873
Surface Original,-621,2423,871
Surface Original,-630,2394,868
Surface Original,-675,2378,864
Surface Original,-628,2389,863
Surface Original,-677,2375,858
Surface Original,-671,2365,858
Surface Original,-571,2336,856
Surface Original,-619,2424,847
Surface Original,-673,2398,845
Surface Original,-564,2334,845
Surface Original,-683,2320,844
Surface Original,-645,2394,834
Surface Original,-618,2419,831
Surface Original,-646,2435,831
Surface Original,-640,2380,829
Surface Original,-620,2383,828
Surface Original,-625,2416,827
Surface Original,-671,2354,827
Surface Original,-665,2351,826
Surface Original,-578,2339,825
Surface Original,-669,2361,823
Surface Original,-630,2430,821
Surface Original,-647,2412,816
Surface Original,-656,2364,816
Surface Original,-632,2432,814
Surface Original,-584,2353,813
Surface Original,-618,2381,812
Surface Original,-626,2361,812
Surface Original,-667,2351,805
Surface Original,-645,2431,804
Surface Original,-677,2381,800
Surface Original,-582,2341,800
Surface Original,-640,2381,797
Surface Original,-678,2381,793
Surface Original,-605,2379,793
Surface Original,-670,2401,789
Surface Original,-622,2383,787
Surface Original,-670,2354,786
Surface Original,-672,2346,784
Surface Original,-666,2365,783
Surface Original,-626,2386,781
Surface Original,-609,2323,781
Surface Original,-571,2354,774
Surface Original,-584,2338,773
Surface Original,-622,2422,770
Surface Original,-610,2323,769
Surface Original,-639,2430,768
Surface Original,-633,2392,767
Surface Original,-617,2391,767
Surface Original,-579,2338,766
Surface Original,-590,2381,766
Surface Original,-617,2418,762
Surface Original,-653,2326,762
Surface Original,-676,2404,762
Surface Original,-619,2382,761
Surface Original,-671,2399,759
Surface Original,-642,2376,758
Surface Original,-655,2363,757
Surface Original,-654,2396,756
Surface Original,-636,2431,754
Surface Original,-641,2382,750
Surface Original,-667,2352,749
Surface Original,-674,2379,748
Surface Original,-614,2378,746
Surface Original,-631,2387,741
Surface Original,-672,2349,741
Surface Original,-631,2393,740
Surface Original,-631,2431,740
Surface Original,-672,2347,739
Surface Original,-621,2419,739
Surface Original,-670,2353,736
Surface Original,-647,2392,734
Surface Original,-614,2388,730
Surface Original,-625,2417,729
Surface Original,-624,2417,729
Surface Original,-635,2368,729
Surface Original,-569,2337,726
Surface Original,-672,2351,724
Surface Original,-630,2429,723
Surface Original,-580,2338,722
Surface Original,-672,2348,721
Surface Original,-634,2433,720
Surface Original,-667,2360,719
Surface Original,-674,2319,718
Surface Original,-594,2389,718
Surface Original,-668,2361,718
Surface Original,-674,2403,717
Surface Original,-665,2352,710
Surface Original,-638,2368,705
Surface Original,-674,2360,701
Surface Original,-618,2424,701
Surface Original,-564,2330,698
Surface Original,-662,2366,695
Surface Original,-619,2381,695
Surface Original,-577,2356,694
Surface Original,-637,2434,690
Surface Original,-675,2358,690
Surface Original,-663,2363,689
Surface Original,-615,2416,689
Surface Original,-608,2335,687
Surface Original,-671,2364,685
Surface Original,-623,2385,684
Surface Original,-559,2320,683
Surface Original,-639,2433,682
Surface Original,-654,2395,679
Surface Original,-675,2401,674
Surface Original,-623,2332,673
Surface Original,-676,2376,670
Surface Original,-670,2362,670
Surface Original,-656,2398,670
Surface Original,-670,2363,669
Surface Original,-649,2393,668
Surface Original,-648,2435,667
Surface Original,-677,2376,665
Surface Original,-552,2310,664
Surface Original,-670,2376,662
Surface Original,-670,2352,661
Surface Original,-608,2396,661
Surface Original,-571,2330,661
Surface Original,-582,2343,659
Surface Original,-620,2332,659
Surface Original,-575,2339,657
Surface Original,-672,2358,657
Surface Original,-665,2365,656
Surface Original,-677,2361,656
Surface Original,-674,2402,656
Surface Original,-642,2379,654
Surface Original,-682,2319,654
Surface Original,-602,2386,652
Surface Original,-671,2377,652
Surface Original,-585,2352,650
Surface Original,-676,2402,643
Surface Original,-675,2400,642
Surface Original,-655,2364,639
Surface Original,-631,2388,639
Surface Original,-579,2367,637
Surface Original,-621,2333,637
Surface Original,-565,2329,635
Surface Original,-669,2352,635
Surface Original,-650,2394,635
Surface Original,-600,2374,634
Surface Original,-605,2387,632
Surface Original,-640,2431,631
Surface Original,-632,2390,629
Surface Original,-667,2358,628
Surface Original,-576,2356,625
Surface Original,-676,2357,625
Surface Original,-675,2402,624
Surface Original,-638,2380,624
Surface Original,-615,2415,623
Surface Original,-632,2422,623
Surface Original,-569,2336,622
Surface Original,-617,2404,621
Surface Original,-642,2410,621
Surface Original,-617,2356,620
Surface Original,-663,2355,618
Surface Original,-636,2392,615
Surface Original,-673,2353,613
Surface Original,-572,2338,612
Surface Original,-641,2410,611
Surface Original,-571,2329,607
Surface Original,-670,2351,607
Surface Original,-623,2384,606
Surface Original,-594,2383,603
Surface Original,-616,2418,603
Surface Original,-671,2359,601
Surface Original,-663,2375,599
Surface Original,-627,2385,597
Surface Original,-617,2403,597
Surface Original,-596,2382,596
Surface Original,-633,2382,595
Surface Original,-672,2354,593
Surface Original,-676,2378,592
Surface Original,-673,2403,591
Surface Original,-652,2326,590
Surface Original,-668,2364,589
Surface Original,-645,2433,587
Surface Original,-599,2383,584
Surface Original,-623,2394,584
Surface Original,-614,2389,583
Surface Original,-638,2391,582
Surface Original,-575,2338,579
Surface Original,-641,2378,578
Surface Original,-666,2350,577
Surface Original,-570,2354,577
Surface Original,-614,2415,576
Surface Original,-615,2417,574
Surface Original,-647,2435,573
Surface Original,-675,2376,573
Surface Original,-651,2415,573
Surface Original,-639,2408,573
Surface Original,-672,2399,572
Surface Original,-661,2395,571
Surface Original,-674,2359,568
Surface Original,-664,2377,567
Surface Original,-639,2431,567
Surface Original,-617,2382,567
Surface Original,-604,2383,566
Surface Original,-575,2340,566
Surface Original,-584,2341,565
Surface Original,-634,2391,562
Surface Original,-671,2351,561
Surface Original,-620,2333,561
Surface Original,-642,2433,560
Surface Original,-606,2378,559
Surface Original,-653,2378,559
Surface Original,-595,2329,558
Surface Original,-660,2391,558
Surface Original,-677,2403,551
Surface Original,-628,2387,551
Surface Original,-577,2338,550
Surface Original,-667,2350,550
Surface Original,-631,2427,548
Surface Original,-672,2364,547
Surface Original,-627,2428,544
Surface Original,-613,2380,541
Surface Original,-619,2417,541
Surface Original,-642,2395,538
Surface Original,-622,2333,538
Surface Original,-636,2430,537
Surface Original,-675,2365,536
Surface Original,-614,2416,536
Surface Original,-595,2387,536
Surface Original,-664,2376,534
Surface Original,-657,2328,533
Surface Original,-665,2424,532
Surface Original,-664,2431,531
