Dataset,g_lat,g_lon,Count
Surface Original,-558,2309,1
Surface Original,-547,2310,1
Surface Original,-627,2331,1
Surface Original,-697,2361,1
Surface Original,-611,2343,1
Surface Original,-697,2363,1
Surface Original,-628,2385,1
Surface Original,-628,2357,1
Surface Original,-611,2332,1
Surface Original,-627,2332,1
Surface Original,-694,2346,1
Surface Original,-694,2352,1
Surface Original,-628,2355,1
Surface Original,-549,2320,1
Surface Original,-694,2364,1
Surface Original,-694,2365,1
Surface Original,-602,2335,1
Surface Original,-626,2357,1
Surface Original,-632,2365,1
Surface Original,-603,2384,1
Surface Original,-626,2348,1
Surface Original,-603,2343,1
Surface Original,-699,2356,1
Surface Original,-603,2380,1
Surface Original,-603,2383,1
Surface Original,-541,2314,1
Surface Original,-627,2359,1
Surface Original,-602,2329,1
Surface Original,-627,2352,1
Surface Original,-603,2392,1
Surface Original,-698,2358,1
Surface Original,-698,2359,1
Surface Original,-698,2360,1
Surface Original,-611,2389,1
Surface Original,-601,2338,1
Surface Original,-626,2374,1
Surface Original,-694,2367,1
Surface Original,-691,2334,1
Surface Original,-604,2339,1
Surface Original,-555,2310,1
Surface Original,-630,2355,1
Surface Original,-600,2402,1
Surface Original,-631,2364,1
Surface Original,-631,2359,1
Surface Original,-691,2336,1
Surface Original,-625,2350,1
Surface Original,-631,2357,1
Surface Original,-632,2407,1
Surface Original,-625,2404,1
Surface Original,-691,2374,1
Surface Original,-691,2375,1
Surface Original,-690,2324,1
Surface Original,-600,2375,1
Surface Original,-629,2333,1
Surface Original,-554,2310,1
Surface Original,-629,2350,1
Surface Original,-629,2351,1
Surface Original,-692,2344,1
Surface Original,-692,2336,1
Surface Original,-693,2373,1
Surface Original,-629,2353,1
Surface Original,-693,2372,1
Surface Original,-693,2367,1
Surface Original,-625,2351,1
Surface Original,-629,2355,1
Surface Original,-629,2359,1
Surface Original,-629,2361,1
Surface Original,-693,2347,1
Surface Original,-629,2377,1
Surface Original,-613,2358,1
Surface Original,-641,2391,1
Surface Original,-610,2393,1
Surface Original,-621,2364,1
Surface Original,-654,2336,1
Surface Original,-654,2334,1
Surface Original,-654,2331,1
Surface Original,-673,2426,1
Surface Original,-621,2357,1
Surface Original,-621,2360,1
Surface Original,-617,2370,1
Surface Original,-617,2361,1
Surface Original,-582,2335,1
Surface Original,-655,2334,1
Surface Original,-672,2341,1
Surface Original,-672,2419,1
Surface Original,-607,2406,1
Surface Original,-582,2344,1
Surface Original,-574,2322,1
Surface Original,-584,2378,1
Surface Original,-654,2337,1
Surface Original,-654,2338,1
Surface Original,-621,2355,1
Surface Original,-584,2347,1
Surface Original,-621,2352,1
Surface Original,-654,2401,1
Surface Original,-673,2361,1
Surface Original,-673,2346,1
Surface Original,-673,2345,1
Surface Original,-653,2399,1
Surface Original,-621,2339,1
Surface Original,-573,2325,1
Surface Original,-585,2316,1
Surface Original,-674,2394,1
Surface Original,-650,2377,1
Surface Original,-582,2346,1
Surface Original,-656,2334,1
Surface Original,-649,2378,1
Surface Original,-607,2349,1
Surface Original,-668,2440,1
Surface Original,-661,2422,1
Surface Original,-607,2369,1
Surface Original,-662,2347,1
Surface Original,-663,2390,1
Surface Original,-607,2350,1
Surface Original,-578,2358,1
Surface Original,-582,2363,1
Surface Original,-664,2438,1
Surface Original,-578,2355,1
Surface Original,-618,2312,1
Surface Original,-607,2347,1
Surface Original,-607,2339,1
Surface Original,-665,2437,1
Surface Original,-577,2358,1
Surface Original,-620,2363,1
Surface Original,-577,2365,1
Surface Original,-668,2336,1
Surface Original,-659,2333,1
Surface Original,-669,2435,1
Surface Original,-620,2356,1
Surface Original,-618,2415,1
Surface Original,-659,2437,1
Surface Original,-620,2352,1
Surface Original,-670,2417,1
Surface Original,-620,2350,1
Surface Original,-670,2346,1
Surface Original,-575,2295,1
Surface Original,-656,2326,1
Surface Original,-617,2349,1
Surface Original,-656,2332,1
Surface Original,-649,2359,1
Surface Original,-648,2338,1
Surface Original,-623,2326,1
Surface Original,-683,2343,1
Surface Original,-593,2374,1
Surface Original,-593,2379,1
Surface Original,-640,2357,1
Surface Original,-683,2311,1
Surface Original,-614,2363,1
Surface Original,-567,2348,1
Surface Original,-642,2407,1
Surface Original,-643,2431,1
Surface Original,-682,2328,1
Surface Original,-642,2364,1
Surface Original,-567,2330,1
Surface Original,-642,2363,1
Surface Original,-614,2360,1
Surface Original,-682,2340,1
Surface Original,-640,2404,1
Surface Original,-614,2387,1
Surface Original,-605,2333,1
Surface Original,-685,2363,1
Surface Original,-638,2337,1
Surface Original,-594,2379,1
Surface Original,-594,2378,1
Surface Original,-605,2346,1
Surface Original,-623,2355,1
Surface Original,-685,2321,1
Surface Original,-613,2354,1
Surface Original,-594,2337,1
Surface Original,-687,2390,1
Surface Original,-564,2292,1
Surface Original,-637,2360,1
Surface Original,-636,2333,1
Surface Original,-687,2372,1
Surface Original,-567,2290,1
Surface Original,-643,2416,1
Surface Original,-648,2354,1
Surface Original,-648,2369,1
Surface Original,-647,2376,1
Surface Original,-588,2318,1
Surface Original,-678,2326,1
Surface Original,-615,2363,1
Surface Original,-622,2356,1
Surface Original,-615,2360,1
Surface Original,-648,2368,1
Surface Original,-643,2365,1
Surface Original,-678,2400,1
Surface Original,-677,2323,1
Surface Original,-615,2357,1
Surface Original,-587,2327,1
Surface Original,-615,2336,1
Surface Original,-622,2370,1
Surface Original,-622,2355,1
Surface Original,-589,2371,1
Surface Original,-646,2369,1
Surface Original,-646,2370,1
Surface Original,-615,2369,1
Surface Original,-590,2374,1
Surface Original,-644,2398,1
Surface Original,-609,2392,1
Surface Original,-569,2331,1
Surface Original,-614,2326,1
Surface Original,-681,2368,1
Surface Original,-644,2427,1
Surface Original,-644,2432,1
Surface Original,-644,2435,1
Surface Original,-568,2290,1
Surface Original,-614,2331,1
Surface Original,-591,2347,1
Surface Original,-626,2350,1
Surface DNN,-614,2418,8460
Surface DNN,-613,2418,6889
Surface DNN,-632,2392,5660
Surface DNN,-621,2418,5178
Surface DNN,-608,2397,4399
Surface DNN,-608,2396,4360
Surface DNN,-621,2419,4263
Surface DNN,-613,2415,3824
Surface DNN,-666,2364,3790
Surface DNN,-621,2423,3447
Surface DNN,-630,2431,3333
Surface DNN,-633,2391,3103
Surface DNN,-564,2335,2903
Surface DNN,-601,2385,2887
Surface DNN,-602,2386,2856
Surface DNN,-622,2419,2821
Surface DNN,-601,2387,2791
Surface DNN,-622,2420,2689
Surface DNN,-620,2423,2677
Surface DNN,-598,2388,2670
Surface DNN,-599,2388,2636
Surface DNN,-621,2420,2628
Surface DNN,-632,2391,2614
Surface DNN,-569,2335,2577
Surface DNN,-639,2395,2522
Surface DNN,-631,2391,2517
Surface DNN,-617,2419,2508
Surface DNN,-602,2387,2339
Surface DNN,-618,2419,2299
Surface DNN,-563,2335,2274
Surface DNN,-577,2356,2189
Surface DNN,-620,2418,2158
Surface DNN,-632,2430,2142
Surface DNN,-590,2382,2132
Surface DNN,-618,2418,2104
Surface DNN,-601,2386,2099
Surface DNN,-617,2416,2089
Surface DNN,-563,2334,2072
Surface DNN,-615,2419,2032
Surface DNN,-635,2433,2029
Surface DNN,-615,2418,2028
Surface DNN,-577,2357,2016
Surface DNN,-583,2339,1977
Surface DNN,-614,2419,1961
Surface DNN,-638,2433,1943
Surface DNN,-629,2430,1922
Surface DNN,-612,2378,1911
Surface DNN,-622,2418,1890
Surface DNN,-637,2434,1864
Surface DNN,-639,2430,1847
Surface DNN,-641,2395,1846
Surface DNN,-620,2424,1843
Surface DNN,-633,2396,1829
Surface DNN,-626,2429,1796
Surface DNN,-640,2430,1769
Surface DNN,-620,2421,1722
Surface DNN,-601,2382,1679
Surface DNN,-642,2395,1656
Surface DNN,-617,2417,1650
Surface DNN,-639,2431,1614
Surface DNN,-605,2393,1605
Surface DNN,-619,2418,1582
Surface DNN,-629,2389,1567
Surface DNN,-603,2386,1560
Surface DNN,-639,2380,1542
Surface DNN,-612,2415,1531
Surface DNN,-633,2394,1522
Surface DNN,-667,2363,1515
Surface DNN,-626,2384,1511
Surface DNN,-565,2336,1490
Surface DNN,-580,2339,1485
Surface DNN,-584,2340,1438
Surface DNN,-599,2387,1429
Surface DNN,-603,2387,1424
Surface DNN,-570,2329,1422
Surface DNN,-567,2355,1422
Surface DNN,-571,2329,1417
Surface DNN,-648,2434,1403
Surface DNN,-629,2431,1402
Surface DNN,-565,2335,1394
Surface DNN,-642,2432,1394
Surface DNN,-635,2432,1387
Surface DNN,-633,2397,1378
Surface DNN,-610,2394,1352
Surface DNN,-630,2392,1344
Surface DNN,-609,2393,1337
Surface DNN,-665,2358,1321
Surface DNN,-649,2434,1316
Surface DNN,-647,2395,1315
Surface DNN,-648,2433,1299
Surface DNN,-602,2385,1290
Surface DNN,-600,2384,1274
Surface DNN,-570,2336,1264
Surface DNN,-614,2417,1261
Surface DNN,-645,2434,1258
Surface DNN,-571,2330,1247
Surface DNN,-564,2334,1247
Surface DNN,-627,2388,1245
Surface DNN,-604,2384,1238
Surface DNN,-634,2397,1234
Surface DNN,-618,2417,1226
Surface DNN,-589,2382,1224
Surface DNN,-587,2327,1223
Surface DNN,-611,2415,1220
Surface DNN,-612,2416,1220
Surface DNN,-640,2431,1206
Surface DNN,-632,2395,1177
Surface DNN,-575,2330,1169
Surface DNN,-671,2403,1165
Surface DNN,-619,2420,1154
Surface DNN,-582,2339,1154
Surface DNN,-636,2397,1148
Surface DNN,-575,2326,1139
Surface DNN,-646,2393,1135
Surface DNN,-619,2421,1126
Surface DNN,-612,2379,1118
Surface DNN,-636,2393,1118
Surface DNN,-581,2349,1109
Surface DNN,-636,2433,1092
Surface DNN,-618,2421,1084
Surface DNN,-581,2347,1083
Surface DNN,-655,2328,1074
Surface DNN,-647,2412,1073
Surface DNN,-649,2433,1072
Surface DNN,-593,2343,1061
Surface DNN,-635,2431,1060
Surface DNN,-647,2394,1059
Surface DNN,-595,2385,1058
Surface DNN,-644,2434,1046
Surface DNN,-598,2385,1033
Surface DNN,-567,2354,1033
Surface DNN,-599,2385,1012
Surface DNN,-636,2392,1011
Surface DNN,-638,2431,1010
Surface DNN,-600,2389,1001
Surface DNN,-623,2419,998
Surface DNN,-574,2325,996
Surface DNN,-620,2419,994
Surface DNN,-594,2384,993
Surface DNN,-622,2421,989
Surface DNN,-566,2334,989
Surface DNN,-580,2338,987
Surface DNN,-566,2336,979
Surface DNN,-638,2434,975
Surface DNN,-600,2383,970
Surface DNN,-609,2392,963
Surface DNN,-572,2329,963
Surface DNN,-626,2417,958
Surface DNN,-613,2417,957
Surface DNN,-666,2363,945
Surface DNN,-603,2385,937
Surface DNN,-612,2417,936
Surface DNN,-600,2385,926
Surface DNN,-555,2344,917
Surface DNN,-637,2397,915
Surface DNN,-674,2319,915
Surface DNN,-627,2429,915
Surface DNN,-600,2387,911
Surface DNN,-627,2387,910
Surface DNN,-575,2329,904
Surface DNN,-613,2419,902
Surface DNN,-611,2378,901
Surface DNN,-639,2381,899
Surface DNN,-621,2422,894
Surface DNN,-609,2395,881
Surface DNN,-669,2400,875
Surface DNN,-626,2428,867
Surface DNN,-639,2396,865
Surface DNN,-640,2395,863
Surface DNN,-606,2361,850
Surface DNN,-613,2416,850
Surface DNN,-599,2384,849
Surface DNN,-631,2392,848
Surface DNN,-608,2394,834
Surface DNN,-600,2386,833
Surface DNN,-597,2386,830
Surface DNN,-576,2356,818
Surface DNN,-620,2384,817
Surface DNN,-644,2394,809
Surface DNN,-573,2356,808
Surface DNN,-646,2395,807
Surface DNN,-667,2362,801
Surface DNN,-617,2418,799
Surface DNN,-566,2337,798
Surface DNN,-581,2339,795
Surface DNN,-631,2431,795
Surface DNN,-583,2340,793
Surface DNN,-572,2338,792
Surface DNN,-644,2395,789
Surface DNN,-582,2340,788
Surface DNN,-579,2340,788
Surface DNN,-567,2336,783
Surface DNN,-610,2378,780
Surface DNN,-578,2357,779
Surface DNN,-584,2337,775
Surface DNN,-659,2365,774
Surface DNN,-598,2387,774
Surface DNN,-578,2339,774
Surface DNN,-638,2430,773
Surface DNN,-620,2385,772
Surface DNN,-582,2348,768
Surface DNN,-649,2414,764
Surface DNN,-627,2428,758
Surface DNN,-567,2337,758
Surface DNN,-618,2392,748
Surface DNN,-623,2421,746
Surface DNN,-659,2366,746
Surface DNN,-619,2419,745
Surface DNN,-590,2342,744
Surface DNN,-571,2337,744
Surface DNN,-668,2400,743
Surface DNN,-609,2394,739
Surface DNN,-606,2393,738
Surface DNN,-601,2383,735
Surface DNN,-574,2356,729
Surface DNN,-623,2420,729
Surface DNN,-594,2385,729
Surface DNN,-593,2344,726
Surface DNN,-649,2395,721
Surface DNN,-608,2392,717
Surface DNN,-613,2414,715
Surface DNN,-577,2352,712
Surface DNN,-632,2429,708
Surface DNN,-579,2339,706
Surface DNN,-599,2393,706
Surface DNN,-666,2359,705
Surface DNN,-627,2386,697
Surface DNN,-584,2338,694
Surface DNN,-564,2330,692
Surface DNN,-554,2343,691
Surface DNN,-597,2388,682
Surface DNN,-673,2349,681
Surface DNN,-608,2395,681
Surface DNN,-656,2374,677
Surface DNN,-632,2390,672
Surface DNN,-604,2383,671
Surface DNN,-606,2385,668
Surface DNN,-572,2337,668
Surface DNN,-646,2412,666
Surface DNN,-597,2389,655
Surface DNN,-566,2335,654
Surface DNN,-668,2362,653
Surface DNN,-648,2413,652
Surface DNN,-656,2361,648
Surface DNN,-580,2340,646
Surface DNN,-567,2356,644
Surface DNN,-619,2383,633
Surface DNN,-567,2334,630
Surface DNN,-612,2418,630
Surface DNN,-656,2362,628
Surface DNN,-634,2396,628
Surface DNN,-607,2396,627
Surface DNN,-640,2396,623
Surface DNN,-644,2396,622
Surface DNN,-606,2388,620
Surface DNN,-591,2349,620
Surface DNN,-633,2430,619
Surface DNN,-584,2336,619
Surface DNN,-606,2386,616
Surface DNN,-618,2422,612
Surface DNN,-633,2395,609
Surface DNN,-565,2329,607
Surface DNN,-638,2396,606
Surface DNN,-617,2422,600
Surface DNN,-606,2392,597
Surface DNN,-606,2387,596
Surface DNN,-605,2392,579
Surface DNN,-606,2384,577
Surface DNN,-632,2388,574
Surface DNN,-575,2327,571
Surface DNN,-635,2434,566
Surface DNN,-655,2361,562
Surface DNN,-630,2432,557
Surface DNN,-646,2394,549
Surface DNN,-646,2408,548
Surface DNN,-595,2343,546
Surface DNN,-625,2429,544
Surface DNN,-609,2396,544
Surface DNN,-574,2326,543
Surface DNN,-626,2387,538
Surface DNN,-611,2416,535
Surface DNN,-640,2409,529
Surface DNN,-619,2384,529
Surface DNN,-599,2386,526
Surface DNN,-646,2432,526
Surface DNN,-606,2394,524
Surface DNN,-605,2386,521
Surface DNN,-607,2395,520
Surface DNN,-603,2383,519
Surface DNN,-647,2433,517
Surface DNN,-585,2337,515
Surface DNN,-619,2424,515
Surface DNN,-562,2334,514
Surface DNN,-628,2389,513
Surface DNN,-643,2434,512
Surface DNN,-590,2347,508
Surface DNN,-592,2350,506
Surface DNN,-672,2349,496
Surface DNN,-603,2402,493
Surface DNN,-578,2356,491
Surface DNN,-611,2414,491
Surface DNN,-643,2395,491
Surface DNN,-631,2388,491
Surface DNN,-666,2358,490
Surface DNN,-566,2354,484
Surface DNN,-665,2361,483
Surface DNN,-632,2394,483
Surface DNN,-602,2401,477
Surface DNN,-569,2336,476
Surface DNN,-656,2363,474
Surface DNN,-645,2435,471
Surface DNN,-566,2355,470
Surface DNN,-565,2334,469
Surface DNN,-594,2344,468
Surface DNN,-655,2327,466
Surface DNN,-612,2414,465
Surface DNN,-619,2422,463
Surface DNN,-591,2382,456
Surface DNN,-622,2423,456
Surface DNN,-570,2330,455
Surface DNN,-620,2359,448
Surface DNN,-649,2412,448
Surface DNN,-581,2341,447
Surface DNN,-618,2381,445
Surface DNN,-603,2388,445
Surface DNN,-628,2431,441
Surface DNN,-622,2417,441
Surface DNN,-631,2432,438
Surface DNN,-646,2409,436
Surface DNN,-649,2436,436
Surface DNN,-628,2394,434
Surface DNN,-607,2388,433
Surface DNN,-596,2385,431
Surface DNN,-574,2354,431
Surface DNN,-648,2412,429
Surface DNN,-632,2396,428
Surface DNN,-573,2354,425
Surface DNN,-621,2421,424
Surface DNN,-566,2328,422
Surface DNN,-638,2397,422
Surface DNN,-649,2435,422
Surface DNN,-633,2392,421
Surface DNN,-570,2337,421
Surface DNN,-573,2351,421
Surface DNN,-657,2363,421
Surface DNN,-584,2339,416
Surface DNN,-596,2389,416
Surface DNN,-670,2348,416
Surface DNN,-618,2420,415
Surface DNN,-670,2402,415
Surface DNN,-573,2350,413
Surface DNN,-571,2331,413
Surface DNN,-645,2394,411
Surface DNN,-618,2416,411
Surface DNN,-607,2390,411
Surface DNN,-579,2341,410
Surface DNN,-646,2434,409
Surface DNN,-553,2343,409
Surface DNN,-596,2387,406
Surface DNN,-570,2295,405
Surface DNN,-651,2394,396
Surface DNN,-646,2435,395
Surface DNN,-574,2353,393
Surface DNN,-617,2420,392
Surface DNN,-607,2391,392
Surface DNN,-621,2358,391
Surface DNN,-661,2366,390
Surface DNN,-651,2417,389
Surface DNN,-559,2325,389
Surface DNN,-607,2387,388
Surface DNN,-562,2335,388
Surface DNN,-605,2384,388
Surface DNN,-641,2432,387
Surface DNN,-590,2383,387
Surface DNN,-626,2418,387
Surface DNN,-643,2396,387
Surface DNN,-609,2413,387
Surface DNN,-628,2430,384
Surface DNN,-583,2328,383
Surface DNN,-568,2337,382
Surface DNN,-665,2359,382
Surface DNN,-615,2420,380
Surface DNN,-634,2430,379
Surface DNN,-649,2394,379
Surface DNN,-657,2362,371
Surface DNN,-606,2383,371
Surface DNN,-631,2394,370
Surface DNN,-575,2340,369
Surface DNN,-576,2329,368
Surface DNN,-617,2421,367
Surface DNN,-676,2361,366
Surface DNN,-628,2403,365
Surface DNN,-596,2343,364
Surface DNN,-602,2388,363
Surface DNN,-565,2354,363
Surface DNN,-649,2413,363
Surface DNN,-565,2337,363
Surface DNN,-627,2430,361
Surface DNN,-607,2385,361
Surface DNN,-613,2379,357
Surface DNN,-607,2392,357
Surface DNN,-586,2337,356
Surface DNN,-596,2386,354
Surface DNN,-657,2400,354
Surface DNN,-630,2430,353
Surface DNN,-607,2384,352
Surface DNN,-647,2432,352
Surface DNN,-647,2413,350
Surface DNN,-591,2348,350
Surface DNN,-614,2415,347
Surface DNN,-581,2340,347
Surface DNN,-621,2332,346
Surface DNN,-628,2429,346
Surface DNN,-650,2395,345
Surface DNN,-630,2393,343
Surface DNN,-660,2367,342
Surface DNN,-619,2382,342
Surface DNN,-636,2366,342
Surface DNN,-589,2383,341
Surface DNN,-587,2345,340
Surface DNN,-627,2389,339
Surface DNN,-581,2348,337
Surface DNN,-615,2403,337
Surface DNN,-636,2431,335
Surface DNN,-582,2335,335
Surface DNN,-576,2352,335
Surface DNN,-624,2416,334
Surface DNN,-651,2396,334
Surface DNN,-618,2382,334
Surface DNN,-588,2384,330
Surface DNN,-618,2391,330
Surface DNN,-641,2394,324
Surface DNN,-650,2433,324
Surface DNN,-600,2401,323
Surface DNN,-595,2384,322
Surface DNN,-613,2362,320
Surface DNN,-621,2417,319
Surface DNN,-590,2381,318
Surface DNN,-634,2398,316
Surface DNN,-667,2364,315
Surface DNN,-675,2359,313
Surface DNN,-626,2414,313
Surface DNN,-637,2393,310
Surface DNN,-605,2385,308
Surface DNN,-610,2414,308
Surface DNN,-610,2395,308
Surface DNN,-583,2338,307
Surface DNN,-629,2390,307
Surface DNN,-574,2349,305
Surface DNN,-600,2388,305
Surface DNN,-619,2417,304
Surface DNN,-641,2433,304
Surface DNN,-620,2420,303
Surface DNN,-606,2378,303
Surface DNN,-583,2341,302
Surface DNN,-615,2421,302
Surface DNN,-574,2348,301
Surface DNN,-651,2416,301
Surface DNN,-593,2386,300
Surface DNN,-658,2364,298
Surface DNN,-561,2317,297
Surface DNN,-602,2383,297
Surface DNN,-568,2334,295
Surface DNN,-608,2393,294
Surface DNN,-571,2356,292
Surface DNN,-637,2431,292
Surface DNN,-597,2387,290
Surface DNN,-645,2432,287
Surface DNN,-651,2397,286
Surface DNN,-591,2350,286
Surface DNN,-670,2357,285
Surface DNN,-626,2413,284
Surface DNN,-544,2326,280
Surface DNN,-632,2385,279
Surface DNN,-628,2387,278
Surface DNN,-593,2388,277
Surface DNN,-557,2293,275
Surface DNN,-590,2348,274
Surface DNN,-610,2377,271
Surface DNN,-575,2325,271
Surface DNN,-568,2356,270
Surface DNN,-592,2344,269
Surface DNN,-647,2393,267
Surface DNN,-643,2392,264
Surface DNN,-630,2394,264
Surface DNN,-573,2328,264
Surface DNN,-554,2342,262
Surface DNN,-600,2400,262
Surface DNN,-593,2385,261
Surface DNN,-664,2357,261
Surface DNN,-610,2393,260
Surface DNN,-568,2354,260
Surface DNN,-637,2430,260
Surface DNN,-615,2389,260
Surface DNN,-545,2326,257
Surface DNN,-626,2385,254
Surface DNN,-570,2335,253
Surface DNN,-595,2344,251
Surface DNN,-669,2401,250
Surface DNN,-585,2338,250
Surface DNN,-599,2389,249
Surface DNN,-621,2333,249
Surface DNN,-643,2369,248
Surface DNN,-649,2393,246
Surface DNN,-616,2421,246
Surface DNN,-656,2373,246
Surface DNN,-621,2424,246
Surface DNN,-624,2336,245
Surface DNN,-655,2397,245
Surface DNN,-676,2360,240
Surface DNN,-660,2366,240
Surface DNN,-595,2389,240
Surface DNN,-639,2433,236
Surface DNN,-587,2328,234
Surface DNN,-598,2384,234
Surface DNN,-598,2389,233
Surface DNN,-637,2392,233
Surface DNN,-644,2393,230
Surface DNN,-672,2403,229
Surface DNN,-599,2400,228
Surface DNN,-617,2404,228
Surface DNN,-601,2388,228
Surface DNN,-643,2410,228
Surface DNN,-569,2337,227
Surface DNN,-572,2356,227
Surface DNN,-557,2346,227
Surface DNN,-569,2334,226
Surface DNN,-665,2362,226
Surface DNN,-555,2343,226
Surface DNN,-619,2381,225
Surface DNN,-592,2390,224
Surface DNN,-620,2422,224
Surface DNN,-667,2361,223
Surface DNN,-564,2336,222
Surface DNN,-567,2333,222
Surface DNN,-627,2418,221
Surface DNN,-569,2330,221
Surface DNN,-602,2382,221
Surface DNN,-620,2332,220
Surface DNN,-625,2372,220
Surface DNN,-577,2351,219
Surface DNN,-654,2396,219
Surface DNN,-581,2338,219
Surface DNN,-551,2312,219
Surface DNN,-567,2335,218
Surface DNN,-672,2344,215
Surface DNN,-645,2431,215
Surface DNN,-601,2384,215
Surface DNN,-623,2425,215
Surface DNN,-576,2340,214
Surface DNN,-666,2357,213
Surface DNN,-635,2397,213
Surface DNN,-573,2352,211
Surface DNN,-670,2358,211
Surface DNN,-647,2435,210
Surface DNN,-624,2372,210
Surface DNN,-620,2417,210
Surface DNN,-608,2378,210
Surface DNN,-574,2330,209
Surface DNN,-634,2431,209
Surface DNN,-626,2415,209
Surface DNN,-662,2367,209
Surface DNN,-631,2389,209
Surface DNN,-566,2329,208
Surface DNN,-569,2329,207
Surface DNN,-573,2326,207
Surface DNN,-642,2410,205
Surface DNN,-606,2395,205
Surface DNN,-632,2389,205
Surface DNN,-618,2384,204
Surface DNN,-634,2433,204
Surface DNN,-632,2384,204
Surface DNN,-634,2389,204
Surface DNN,-671,2342,203
Surface DNN,-577,2339,200
Surface DNN,-598,2386,200
Surface DNN,-642,2382,200
Surface DNN,-548,2308,199
Surface DNN,-622,2332,199
Surface DNN,-572,2355,197
Surface DNN,-601,2401,196
Surface DNN,-638,2380,195
Surface DNN,-586,2346,194
Surface DNN,-631,2429,194
Surface DNN,-554,2341,193
Surface DNN,-593,2384,193
Surface DNN,-597,2385,192
Surface DNN,-572,2330,192
Surface DNN,-598,2399,191
Surface DNN,-650,2434,190
Surface DNN,-640,2394,187
Surface DNN,-606,2382,187
Surface DNN,-602,2402,186
Surface DNN,-624,2386,186
Surface DNN,-573,2329,185
Surface DNN,-642,2379,185
Surface DNN,-605,2383,185
Surface DNN,-589,2347,184
Surface DNN,-626,2416,183
Surface DNN,-594,2387,183
Surface DNN,-660,2365,182
Surface DNN,-664,2365,181
Surface DNN,-625,2415,181
Surface DNN,-665,2366,181
Surface DNN,-623,2424,180
Surface DNN,-592,2349,180
Surface DNN,-666,2365,180
Surface DNN,-604,2385,180
Surface DNN,-591,2383,178
Surface DNN,-658,2363,178
Surface DNN,-605,2389,177
Surface DNN,-582,2341,176
Surface DNN,-605,2388,176
Surface DNN,-639,2408,175
Surface DNN,-675,2319,174
Surface DNN,-578,2320,174
Surface DNN,-630,2387,174
Surface DNN,-608,2391,173
Surface DNN,-653,2396,172
Surface DNN,-667,2430,172
Surface DNN,-635,2392,172
Surface DNN,-619,2393,171
Surface DNN,-612,2413,171
Surface DNN,-665,2365,171
Surface DNN,-643,2411,171
Surface DNN,-593,2387,171
Surface DNN,-639,2409,170
Surface DNN,-634,2390,170
Surface DNN,-672,2347,170
Surface DNN,-631,2402,170
Surface DNN,-601,2400,169
Surface DNN,-619,2358,169
Surface DNN,-636,2430,169
Surface DNN,-574,2329,169
Surface DNN,-636,2398,168
Surface DNN,-662,2428,168
Surface DNN,-646,2411,167
Surface DNN,-617,2384,167
Surface DNN,-645,2408,166
Surface DNN,-656,2433,166
Surface DNN,-670,2401,166
Surface DNN,-580,2348,166
Surface DNN,-598,2400,164
Surface DNN,-641,2411,164
Surface DNN,-663,2364,162
Surface DNN,-599,2383,162
Surface DNN,-617,2382,161
Surface DNN,-621,2416,161
Surface DNN,-674,2352,161
Surface DNN,-585,2346,161
Surface DNN,-636,2434,161
Surface DNN,-669,2361,161
Surface DNN,-617,2415,160
Surface DNN,-672,2351,159
Surface DNN,-612,2377,159
Surface DNN,-674,2353,158
Surface DNN,-600,2393,157
Surface DNN,-668,2430,157
Surface DNN,-640,2312,156
Surface DNN,-604,2330,156
Surface DNN,-575,2347,155
Surface DNN,-546,2320,153
Surface DNN,-659,2364,153
Surface DNN,-670,2347,153
Surface DNN,-594,2389,153
Surface DNN,-594,2386,153
Surface DNN,-642,2396,152
Surface DNN,-611,2413,151
Surface DNN,-655,2362,151
Surface DNN,-665,2357,151
Surface DNN,-592,2379,150
Surface DNN,-585,2345,150
Surface DNN,-596,2388,149
Surface DNN,-621,2371,149
Surface DNN,-616,2419,148
Surface DNN,-671,2402,148
Surface DNN,-624,2373,148
Surface DNN,-644,2431,148
Surface DNN,-673,2359,148
Surface DNN,-668,2375,147
Surface DNN,-614,2389,147
Surface DNN,-645,2409,146
Surface DNN,-634,2392,145
Surface DNN,-594,2388,145
Surface DNN,-616,2415,145
Surface DNN,-690,2347,145
Surface DNN,-630,2391,145
Surface DNN,-621,2334,144
Surface DNN,-673,2350,144
Surface DNN,-668,2431,143
Surface DNN,-669,2362,143
Surface DNN,-650,2415,143
Surface DNN,-573,2325,142
Surface DNN,-633,2390,142
Surface DNN,-621,2359,141
Surface DNN,-576,2357,141
Surface DNN,-614,2388,141
Surface DNN,-619,2416,141
Surface DNN,-578,2340,140
Surface DNN,-654,2435,140
Surface DNN,-594,2392,140
Surface DNN,-627,2378,140
Surface DNN,-640,2410,139
Surface DNN,-671,2401,139
Surface DNN,-604,2329,138
Surface DNN,-566,2356,138
Surface DNN,-580,2341,138
Surface DNN,-588,2303,136
Surface DNN,-675,2360,136
Surface DNN,-628,2402,136
Surface DNN,-651,2393,136
Surface DNN,-607,2386,136
Surface DNN,-564,2331,136
Surface DNN,-668,2364,135
Surface DNN,-627,2413,135
Surface DNN,-592,2343,135
Surface DNN,-666,2379,134
Surface DNN,-690,2345,133
Surface DNN,-571,2355,133
Surface DNN,-620,2416,133
Surface DNN,-586,2327,133
Surface DNN,-610,2415,132
Surface DNN,-582,2338,132
Surface DNN,-606,2391,132
Surface DNN,-591,2343,130
Surface DNN,-577,2320,130
Surface DNN,-595,2392,130
