SAMPLEID_dl,DLAT_dl,DLONG_dl,SAMPLETYPE_dl,Cu_ppm_dl,SAMPLEID_ori,DLAT_ori,DLONG_ori,SAMPLETYPE_ori,Cu_ppm_ori,SPURIOUS
733977,-28.518791,114.74375,SOIL,13.014,2825010,-28.518791,114.74375,SOIL,0.01,0
734005,-28.51834,114.74376,SOIL,62.462,2825038,-28.51834,114.74376,SOIL,0.01,0
734034,-28.517889,114.74377,SOIL,19.107,2825067,-28.517889,114.74377,SOIL,0.01,0
734064,-28.517439,114.743774,SOIL,63.957,2825097,-28.517439,114.743774,SOIL,0.01,0
734096,-28.516987,114.74379,SOIL,12.441,2825129,-28.516987,114.74379,SOIL,0.01,0
734163,-28.516085,114.743805,SOIL,56.253,2825196,-28.516085,114.743805,SOIL,0.01,0
733978,-28.518795,114.744,SOIL,45.776,2825011,-28.518795,114.744,SOIL,0.01,0
734006,-28.518345,114.74401,SOIL,15.938,2825039,-28.518345,114.74401,SOIL,0.01,0
734035,-28.517893,114.744026,SOIL,76.873,2825068,-28.517893,114.744026,SOIL,0.01,0
734065,-28.517443,114.74403,SOIL,66.822,2825098,-28.517443,114.74403,SOIL,0.01,0
734097,-28.51699,114.74404,SOIL,6.956,2825130,-28.51699,114.74404,SOIL,0.01,0
734129,-28.51654,114.74406,SOIL,48.798,2825162,-28.51654,114.74406,SOIL,0.01,0
734164,-28.516088,114.744064,SOIL,21.605,2825197,-28.516088,114.744064,SOIL,0.01,0
734199,-28.515638,114.74407,SOIL,10.43,2825232,-28.515638,114.74407,SOIL,0.01,0
733979,-28.518799,114.74426,SOIL,117.287,2825012,-28.518799,114.74426,SOIL,0.01,0
734007,-28.518349,114.74427,SOIL,74.53,2825040,-28.518349,114.74427,SOIL,0.01,0
734036,-28.517897,114.74428,SOIL,132.898,2825069,-28.517897,114.74428,SOIL,0.01,0
734066,-28.517447,114.744286,SOIL,28.045,2825099,-28.517447,114.744286,SOIL,0.01,0
734098,-28.516994,114.7443,SOIL,16.444,2825131,-28.516994,114.7443,SOIL,0.01,0
734130,-28.516544,114.74431,SOIL,79.608,2825163,-28.516544,114.74431,SOIL,0.01,0
734165,-28.516092,114.744316,SOIL,35.061,2825198,-28.516092,114.744316,SOIL,0.01,0
734200,-28.515642,114.74432,SOIL,2.587,2825233,-28.515642,114.74432,SOIL,0.01,0
734236,-28.51519,114.74434,SOIL,4.373,2825269,-28.51519,114.74434,SOIL,0.01,0
733980,-28.518803,114.744514,SOIL,82.88,2825013,-28.518803,114.744514,SOIL,0.01,0
734008,-28.518353,114.74452,SOIL,86.866,2825041,-28.518353,114.74452,SOIL,0.01,0
734037,-28.5179,114.74454,SOIL,30.559,2825070,-28.5179,114.74454,SOIL,0.01,0
734067,-28.51745,114.744545,SOIL,52.654,2825100,-28.51745,114.744545,SOIL,0.01,0
734099,-28.516998,114.74455,SOIL,99.33900000000001,2825132,-28.516998,114.74455,SOIL,0.01,0
734131,-28.516548,114.74456,SOIL,3.507,2825164,-28.516548,114.74456,SOIL,0.01,0
734166,-28.516096,114.744576,SOIL,3.95,2825199,-28.516096,114.744576,SOIL,0.01,0
734201,-28.515646,114.74458,SOIL,8.83,2825234,-28.515646,114.74458,SOIL,0.01,0
734237,-28.515196,114.74459,SOIL,0.829,2825270,-28.515196,114.74459,SOIL,0.01,0
734274,-28.514744,114.7446,SOIL,18.875,2825307,-28.514744,114.7446,SOIL,0.01,0
733981,-28.518808,114.744774,SOIL,66.388,2825014,-28.518808,114.744774,SOIL,0.01,0
734009,-28.518356,114.74478,SOIL,15.199,2825042,-28.518356,114.74478,SOIL,0.01,0
734038,-28.517906,114.74479,SOIL,59.927,2825071,-28.517906,114.74479,SOIL,0.01,0
734068,-28.517454,114.7448,SOIL,9.139,2825101,-28.517454,114.7448,SOIL,0.01,0
734100,-28.517004,114.74481,SOIL,9.91,2825133,-28.517004,114.74481,SOIL,0.01,0
734132,-28.516554,114.74482,SOIL,33.637,2825165,-28.516554,114.74482,SOIL,0.01,0
734167,-28.516102,114.74483,SOIL,6.956,2825200,-28.516102,114.74483,SOIL,0.01,0
734202,-28.515652,114.744835,SOIL,17.452,2825235,-28.515652,114.744835,SOIL,0.01,0
734238,-28.5152,114.74485,SOIL,2.501,2825271,-28.5152,114.74485,SOIL,0.01,0
734275,-28.51475,114.74486,SOIL,80.676,2825308,-28.51475,114.74486,SOIL,0.01,0
734312,-28.514297,114.744865,SOIL,26.078,2825345,-28.514297,114.744865,SOIL,0.01,0
733982,-28.518812,114.745026,SOIL,24.471,2825015,-28.518812,114.745026,SOIL,0.01,0
734010,-28.51836,114.74503,SOIL,113.579,2825043,-28.51836,114.74503,SOIL,0.01,0
734039,-28.51791,114.74505,SOIL,29.904,2825072,-28.51791,114.74505,SOIL,0.01,0
734069,-28.51746,114.745056,SOIL,23.425,2825102,-28.51746,114.745056,SOIL,0.01,0
734101,-28.517008,114.74506,SOIL,4.13,2825134,-28.517008,114.74506,SOIL,0.01,0
734133,-28.516558,114.74507,SOIL,0.538,2825166,-28.516558,114.74507,SOIL,0.01,0
734168,-28.516106,114.74509,SOIL,27.81,2825201,-28.516106,114.74509,SOIL,0.01,0
734203,-28.515656,114.745094,SOIL,3.589,2825236,-28.515656,114.745094,SOIL,0.01,0
734239,-28.515203,114.7451,SOIL,48.329,2825272,-28.515203,114.7451,SOIL,0.01,0
734276,-28.514753,114.74511,SOIL,19.05,2825309,-28.514753,114.74511,SOIL,0.01,0
734313,-28.514301,114.745125,SOIL,15.038,2825346,-28.514301,114.745125,SOIL,0.01,0
733983,-28.518816,114.74528,SOIL,152.237,2825016,-28.518816,114.74528,SOIL,0.01,0
734011,-28.518366,114.74529,SOIL,29.303,2825044,-28.518366,114.74529,SOIL,0.01,0
734040,-28.517914,114.7453,SOIL,148.015,2825073,-28.517914,114.7453,SOIL,0.01,0
734070,-28.517464,114.74531,SOIL,4.968,2825103,-28.517464,114.74531,SOIL,0.01,0
734102,-28.517012,114.74532,SOIL,265.012,2825135,-28.517012,114.74532,SOIL,0.01,0
734134,-28.516562,114.74533,SOIL,12.67,2825167,-28.516562,114.74533,SOIL,0.01,0
734169,-28.51611,114.74534,SOIL,29.509,2825202,-28.51611,114.74534,SOIL,0.01,0
734204,-28.51566,114.745346,SOIL,1.256,2825237,-28.51566,114.745346,SOIL,0.01,0
734240,-28.515207,114.74536,SOIL,0.905,2825273,-28.515207,114.74536,SOIL,0.01,0
734277,-28.514757,114.74537,SOIL,4.002,2825310,-28.514757,114.74537,SOIL,0.01,0
734314,-28.514305,114.74538,SOIL,16.301,2825347,-28.514305,114.74538,SOIL,0.01,0
733984,-28.51882,114.74554,SOIL,73.531,2825017,-28.51882,114.74554,SOIL,0.01,0
734012,-28.51837,114.745544,SOIL,24.049,2825045,-28.51837,114.745544,SOIL,0.01,0
734041,-28.517918,114.74556,SOIL,35.535,2825074,-28.517918,114.74556,SOIL,0.01,0
734071,-28.517467,114.74557,SOIL,0.547,2825104,-28.517467,114.74557,SOIL,0.01,0
734103,-28.517015,114.745575,SOIL,4.059,2825136,-28.517015,114.745575,SOIL,0.01,0
734135,-28.516565,114.74558,SOIL,18.905,2825168,-28.516565,114.74558,SOIL,0.01,0
734170,-28.516113,114.74559,SOIL,1.001,2825203,-28.516113,114.74559,SOIL,0.01,0
734205,-28.515663,114.745605,SOIL,10.725,2825238,-28.515663,114.745605,SOIL,0.01,0
734241,-28.515211,114.74561,SOIL,19.125,2825274,-28.515211,114.74561,SOIL,0.01,0
734278,-28.514761,114.74562,SOIL,21.44,2825311,-28.514761,114.74562,SOIL,0.01,0
734315,-28.51431,114.74563,SOIL,13.45,2825348,-28.51431,114.74563,SOIL,0.01,0
733985,-28.518824,114.74579,SOIL,64.922,2825018,-28.518824,114.74579,SOIL,0.01,0
734013,-28.518373,114.745804,SOIL,95.78,2825046,-28.518373,114.745804,SOIL,0.01,0
734042,-28.517923,114.74581,SOIL,14.515,2825075,-28.517923,114.74581,SOIL,0.01,0
734072,-28.517471,114.74582,SOIL,5.565,2825105,-28.517471,114.74582,SOIL,0.01,0
734104,-28.517021,114.74583,SOIL,21.603,2825137,-28.517021,114.74583,SOIL,0.01,0
734136,-28.51657,114.74584,SOIL,12.838,2825169,-28.51657,114.74584,SOIL,0.01,0
734171,-28.516119,114.74585,SOIL,14.418,2825204,-28.516119,114.74585,SOIL,0.01,0
734206,-28.515669,114.74586,SOIL,2.545,2825239,-28.515669,114.74586,SOIL,0.01,0
734242,-28.515217,114.74587,SOIL,4.726,2825275,-28.515217,114.74587,SOIL,0.01,0
734279,-28.514767,114.74588,SOIL,6.956,2825312,-28.514767,114.74588,SOIL,0.01,0
734316,-28.514315,114.74589,SOIL,6.251,2825349,-28.514315,114.74589,SOIL,0.01,0
733986,-28.51883,114.74605,SOIL,1.164,2825019,-28.51883,114.74605,SOIL,0.01,0
734014,-28.518377,114.746056,SOIL,18.14,2825047,-28.518377,114.746056,SOIL,0.01,0
734043,-28.517927,114.74606,SOIL,8.83,2825076,-28.517927,114.74606,SOIL,0.01,0
734073,-28.517475,114.74608,SOIL,101.802,2825106,-28.517475,114.74608,SOIL,0.01,0
734105,-28.517025,114.746086,SOIL,34.37,2825138,-28.517025,114.746086,SOIL,0.01,0
734137,-28.516575,114.74609,SOIL,1.487,2825170,-28.516575,114.74609,SOIL,0.01,0
734172,-28.516123,114.7461,SOIL,2.156,2825205,-28.516123,114.7461,SOIL,0.01,0
734207,-28.515673,114.74612,SOIL,0.842,2825240,-28.515673,114.74612,SOIL,0.01,0
734243,-28.51522,114.746124,SOIL,16.876,2825276,-28.51522,114.746124,SOIL,0.01,0
734280,-28.51477,114.74613,SOIL,75.758,2825313,-28.51477,114.74613,SOIL,0.01,0
734317,-28.514318,114.74614,SOIL,14.177,2825350,-28.514318,114.74614,SOIL,0.01,0
733987,-28.518833,114.7463,SOIL,15.309,2825020,-28.518833,114.7463,SOIL,0.01,0
734015,-28.518381,114.746315,SOIL,22.065,2825048,-28.518381,114.746315,SOIL,0.01,0
734044,-28.517931,114.74632,SOIL,8.83,2825077,-28.517931,114.74632,SOIL,0.01,0
734074,-28.51748,114.74633,SOIL,64.012,2825107,-28.51748,114.74633,SOIL,0.01,0
734106,-28.517029,114.74634,SOIL,34.731,2825139,-28.517029,114.74634,SOIL,0.01,0
734138,-28.516579,114.74635,SOIL,104.094,2825171,-28.516579,114.74635,SOIL,0.01,0
734173,-28.516127,114.74636,SOIL,0.401,2825206,-28.516127,114.74636,SOIL,0.01,0
734208,-28.515676,114.74637,SOIL,26.723,2825241,-28.515676,114.74637,SOIL,0.01,0
734244,-28.515224,114.746376,SOIL,8.83,2825277,-28.515224,114.746376,SOIL,0.01,0
734281,-28.514774,114.74639,SOIL,13.414,2825314,-28.514774,114.74639,SOIL,0.01,0
734318,-28.514322,114.7464,SOIL,1.054,2825351,-28.514322,114.7464,SOIL,0.01,0
733988,-28.518837,114.74656,SOIL,48.648,2825021,-28.518837,114.74656,SOIL,0.01,0
734016,-28.518387,114.74657,SOIL,15.352,2824735,-28.518387,114.74657,SOIL,10.0,0
734045,-28.517935,114.746574,SOIL,97.936,2824747,-28.517935,114.746574,SOIL,11.0,0
734075,-28.517485,114.74659,SOIL,18.687,2825108,-28.517485,114.74659,SOIL,0.01,0
734107,-28.517033,114.7466,SOIL,443.437,2824774,-28.517033,114.7466,SOIL,13.0,0
734139,-28.516582,114.746605,SOIL,4.062000000000001,2825172,-28.516582,114.746605,SOIL,0.01,0
734174,-28.51613,114.74661,SOIL,14.949,2824808,-28.51613,114.74661,SOIL,10.0,0
734209,-28.51568,114.74663,SOIL,3.957,2825242,-28.51568,114.74663,SOIL,0.01,0
734245,-28.515228,114.746635,SOIL,26.971,2824847,-28.515228,114.746635,SOIL,5.0,0
734282,-28.514778,114.74664,SOIL,6.668,2825315,-28.514778,114.74664,SOIL,0.01,0
734319,-28.514326,114.74665,SOIL,82.595,2824906,-28.514326,114.74665,SOIL,7.0,0
733989,-28.51884,114.74681,SOIL,1.143,2825022,-28.51884,114.74681,SOIL,0.01,0
734017,-28.51839,114.746826,SOIL,15.087,2824736,-28.51839,114.746826,SOIL,13.0,0
734046,-28.517939,114.74683,SOIL,25.153,2825079,-28.517939,114.74683,SOIL,0.01,0
734076,-28.517488,114.74684,SOIL,22.059,2825109,-28.517488,114.74684,SOIL,0.01,0
734108,-28.517038,114.74685,SOIL,91.779,2825141,-28.517038,114.74685,SOIL,0.01,0
734140,-28.516586,114.746864,SOIL,2.587,2825173,-28.516586,114.746864,SOIL,0.01,0
734175,-28.516136,114.74687,SOIL,4.917,2825208,-28.516136,114.74687,SOIL,0.01,0
734210,-28.515684,114.74688,SOIL,25.777,2824828,-28.515684,114.74688,SOIL,9.0,0
734246,-28.515234,114.74689,SOIL,12.997,2825279,-28.515234,114.74689,SOIL,0.01,0
734283,-28.514784,114.7469,SOIL,27.823,2825316,-28.514784,114.7469,SOIL,0.01,0
734320,-28.514332,114.74691,SOIL,23.917,2825353,-28.514332,114.74691,SOIL,0.01,0
733990,-28.518847,114.74707,SOIL,15.43,2825023,-28.518847,114.74707,SOIL,0.01,0
734018,-28.518394,114.74708,SOIL,21.346,2825051,-28.518394,114.74708,SOIL,0.01,0
734047,-28.517944,114.747086,SOIL,51.636,2825080,-28.517944,114.747086,SOIL,0.01,0
734077,-28.517492,114.74709,SOIL,33.568,2824762,-28.517492,114.74709,SOIL,16.0,0
734109,-28.517042,114.74711,SOIL,3.455,2824776,-28.517042,114.74711,SOIL,17.0,0
734141,-28.51659,114.747116,SOIL,24.97,2824792,-28.51659,114.747116,SOIL,8.0,0
734176,-28.51614,114.74712,SOIL,40.104,2824810,-28.51614,114.74712,SOIL,6.0,0
734211,-28.51569,114.74713,SOIL,12.952,2825244,-28.51569,114.74713,SOIL,0.01,0
734247,-28.515238,114.74715,SOIL,21.389,2824849,-28.515238,114.74715,SOIL,10.0,0
734284,-28.514788,114.747154,SOIL,29.162,2825317,-28.514788,114.747154,SOIL,0.01,0
733991,-28.51885,114.74732,SOIL,0.669,2825024,-28.51885,114.74732,SOIL,0.01,0
734019,-28.518398,114.74733,SOIL,6.956,2825052,-28.518398,114.74733,SOIL,0.01,0
734048,-28.517948,114.747345,SOIL,27.023,2825081,-28.517948,114.747345,SOIL,0.01,0
734078,-28.517496,114.74735,SOIL,30.384,2825111,-28.517496,114.74735,SOIL,0.01,0
734110,-28.517046,114.74736,SOIL,29.965,2825143,-28.517046,114.74736,SOIL,0.01,0
734142,-28.516596,114.747375,SOIL,184.474,2825175,-28.516596,114.747375,SOIL,0.01,0
734177,-28.516144,114.74738,SOIL,22.498,2824811,-28.516144,114.74738,SOIL,7.0,0
734212,-28.515694,114.74739,SOIL,44.982,2825245,-28.515694,114.74739,SOIL,0.01,0
734248,-28.515242,114.7474,SOIL,34.857,2824850,-28.515242,114.7474,SOIL,19.0,0
734285,-28.514791,114.74741,SOIL,31.148,2825318,-28.514791,114.74741,SOIL,0.01,0
733992,-28.518854,114.74758,SOIL,0.719,2825025,-28.518854,114.74758,SOIL,0.01,0
734020,-28.518402,114.74759,SOIL,23.318,2825053,-28.518402,114.74759,SOIL,0.01,0
734049,-28.517952,114.7476,SOIL,31.057,2825082,-28.517952,114.7476,SOIL,0.01,0
734079,-28.517502,114.747604,SOIL,44.211,2825112,-28.517502,114.747604,SOIL,0.01,0
734111,-28.51705,114.74762,SOIL,24.153,2824778,-28.51705,114.74762,SOIL,25.0,0
734143,-28.5166,114.74763,SOIL,50.134,2824794,-28.5166,114.74763,SOIL,15.0,0
734178,-28.516148,114.747635,SOIL,1.942,2825211,-28.516148,114.747635,SOIL,0.01,0
734213,-28.515697,114.74764,SOIL,72.342,2824831,-28.515697,114.74764,SOIL,8.0,0
734249,-28.515245,114.74766,SOIL,40.895,2825282,-28.515245,114.74766,SOIL,0.01,0
734286,-28.514795,114.747665,SOIL,17.427,2824880,-28.514795,114.747665,SOIL,15.0,0
733993,-28.518858,114.74783,SOIL,0.604,2825026,-28.518858,114.74783,SOIL,0.01,0
734021,-28.518408,114.74784,SOIL,32.495,2824740,-28.518408,114.74784,SOIL,21.0,0
734050,-28.517956,114.747856,SOIL,30.711,2824752,-28.517956,114.747856,SOIL,41.0,0
734080,-28.517506,114.74786,SOIL,55.414,2824765,-28.517506,114.74786,SOIL,47.0,0
734112,-28.517054,114.74787,SOIL,16.274,2824779,-28.517054,114.74787,SOIL,23.0,0
734144,-28.516603,114.74788,SOIL,44.201,2825177,-28.516603,114.74788,SOIL,0.01,0
734179,-28.516151,114.747894,SOIL,24.388,2825212,-28.516151,114.747894,SOIL,0.01,0
734214,-28.515701,114.7479,SOIL,72.641,2825247,-28.515701,114.7479,SOIL,0.01,0
734250,-28.515251,114.74791,SOIL,77.435,2824852,-28.515251,114.74791,SOIL,11.0,0
734287,-28.5148,114.747925,SOIL,40.063,2825320,-28.5148,114.747925,SOIL,0.01,0
733994,-28.518864,114.74809,SOIL,43.546,2825027,-28.518864,114.74809,SOIL,0.01,0
734022,-28.518412,114.7481,SOIL,18.645,2824741,-28.518412,114.7481,SOIL,22.0,0
734051,-28.517962,114.74811,SOIL,25.78,2824753,-28.517962,114.74811,SOIL,116.0,0
734081,-28.51751,114.748116,SOIL,40.063,2825114,-28.51751,114.748116,SOIL,0.01,0
734113,-28.51706,114.74813,SOIL,146.243,2824780,-28.51706,114.74813,SOIL,46.0,0
734145,-28.516607,114.74814,SOIL,34.439,2825178,-28.516607,114.74814,SOIL,0.01,0
734180,-28.516157,114.748146,SOIL,32.202,2824814,-28.516157,114.748146,SOIL,11.0,0
734215,-28.515705,114.74815,SOIL,12.277,2825248,-28.515705,114.74815,SOIL,0.01,0
734251,-28.515255,114.74817,SOIL,93.944,2825284,-28.515255,114.74817,SOIL,0.01,0
734288,-28.514805,114.74818,SOIL,27.67,2825321,-28.514805,114.74818,SOIL,0.01,0
733995,-28.518867,114.748344,SOIL,128.615,2825028,-28.518867,114.748344,SOIL,0.01,0
734023,-28.518415,114.74835,SOIL,23.622,2825056,-28.518415,114.74835,SOIL,0.01,0
734052,-28.517965,114.74837,SOIL,15.773,2825085,-28.517965,114.74837,SOIL,0.01,0
734082,-28.517513,114.748375,SOIL,17.5,2824767,-28.517513,114.748375,SOIL,53.0,0
734146,-28.516611,114.74839,SOIL,332.281,2824797,-28.516611,114.74839,SOIL,79.0,0
734181,-28.516161,114.748405,SOIL,18.905,2825214,-28.516161,114.748405,SOIL,0.01,0
734216,-28.51571,114.74841,SOIL,63.1,2824834,-28.51571,114.74841,SOIL,13.0,0
734252,-28.515259,114.74842,SOIL,68.952,2824854,-28.515259,114.74842,SOIL,14.0,0
734289,-28.514809,114.74843,SOIL,87.864,2824883,-28.514809,114.74843,SOIL,15.0,0
733996,-28.518871,114.7486,SOIL,22.962,2825029,-28.518871,114.7486,SOIL,0.01,0
734024,-28.51842,114.74861,SOIL,20.168,2825057,-28.51842,114.74861,SOIL,0.01,0
734053,-28.51797,114.74862,SOIL,17.666,2825086,-28.51797,114.74862,SOIL,0.01,0
734147,-28.516617,114.74865,SOIL,120.011,2824798,-28.516617,114.74865,SOIL,88.0,0
734182,-28.516165,114.74866,SOIL,23.424,2824816,-28.516165,114.74866,SOIL,9.0,0
734217,-28.515715,114.748665,SOIL,14.066,2824835,-28.515715,114.748665,SOIL,13.0,0
734253,-28.515263,114.74868,SOIL,40.41,2824855,-28.515263,114.74868,SOIL,18.0,0
734290,-28.514812,114.74869,SOIL,60.391,2825323,-28.514812,114.74869,SOIL,0.01,0
733997,-28.518875,114.748856,SOIL,0.721,2825030,-28.518875,114.748856,SOIL,0.01,0
734025,-28.518423,114.74886,SOIL,2.119,2825058,-28.518423,114.74886,SOIL,0.01,0
734054,-28.517973,114.74888,SOIL,9.394,2825087,-28.517973,114.74888,SOIL,0.01,0
734148,-28.51662,114.7489,SOIL,437.848,2825181,-28.51662,114.7489,SOIL,0.01,0
734183,-28.516169,114.74892,SOIL,28.607,2825216,-28.516169,114.74892,SOIL,0.01,0
734218,-28.515718,114.748924,SOIL,51.746,2825251,-28.515718,114.748924,SOIL,0.01,0
734254,-28.515266,114.74893,SOIL,20.576,2824856,-28.515266,114.74893,SOIL,17.0,0
734291,-28.514816,114.74894,SOIL,167.271,2824885,-28.514816,114.74894,SOIL,65.0,0
733998,-28.51888,114.74911,SOIL,8.83,2825031,-28.51888,114.74911,SOIL,0.01,0
734026,-28.518429,114.74912,SOIL,72.236,2824745,-28.518429,114.74912,SOIL,25.0,0
734055,-28.517979,114.74913,SOIL,25.761,2824757,-28.517979,114.74913,SOIL,149.0,0
734149,-28.516624,114.74916,SOIL,168.272,2824800,-28.516624,114.74916,SOIL,40.0,0
734184,-28.516174,114.74917,SOIL,22.713,2825217,-28.516174,114.74917,SOIL,0.01,0
734219,-28.515722,114.749176,SOIL,5.398,2825252,-28.515722,114.749176,SOIL,0.01,0
734255,-28.515272,114.74918,SOIL,35.59,2825288,-28.515272,114.74918,SOIL,0.01,0
734292,-28.51482,114.7492,SOIL,177.23,2824886,-28.51482,114.7492,SOIL,34.0,0
733999,-28.518885,114.74937,SOIL,15.701,2825032,-28.518885,114.74937,SOIL,0.01,0
734027,-28.518433,114.749374,SOIL,22.87,2825060,-28.518433,114.749374,SOIL,0.01,0
734086,-28.51753,114.7494,SOIL,63.578,2824771,-28.51753,114.7494,SOIL,221.0,0
734118,-28.51708,114.749405,SOIL,264.252,2825151,-28.51708,114.749405,SOIL,0.01,0
734150,-28.516628,114.74941,SOIL,450.702,2825183,-28.516628,114.74941,SOIL,0.01,0
734185,-28.516178,114.74943,SOIL,38.736,2824819,-28.516178,114.74943,SOIL,24.0,0
734220,-28.515726,114.749435,SOIL,35.787,2825253,-28.515726,114.749435,SOIL,0.01,0
734256,-28.515276,114.74944,SOIL,33.89,2825289,-28.515276,114.74944,SOIL,0.01,0
734293,-28.514826,114.74945,SOIL,89.088,2824887,-28.514826,114.74945,SOIL,45.0,0
733974,-28.519339,114.74961,SOIL,61.861,2825007,-28.519339,114.74961,SOIL,0.01,0
734000,-28.518888,114.74962,SOIL,8.83,2825033,-28.518888,114.74962,SOIL,0.01,0
734028,-28.518436,114.74963,SOIL,46.011,2825061,-28.518436,114.74963,SOIL,0.01,0
734057,-28.517986,114.74964,SOIL,16.179,2825090,-28.517986,114.74964,SOIL,0.01,0
734087,-28.517534,114.74965,SOIL,19.932,2825120,-28.517534,114.74965,SOIL,0.01,0
734119,-28.517084,114.74966,SOIL,52.538,2824786,-28.517084,114.74966,SOIL,44.0,0
734151,-28.516632,114.74967,SOIL,515.402,2825184,-28.516632,114.74967,SOIL,0.01,0
734186,-28.516182,114.74968,SOIL,48.458,2824820,-28.516182,114.74968,SOIL,28.0,0
734221,-28.515732,114.74969,SOIL,36.053,2825254,-28.515732,114.74969,SOIL,0.01,0
734257,-28.51528,114.749695,SOIL,5.324,2825290,-28.51528,114.749695,SOIL,0.01,0
734294,-28.51483,114.74971,SOIL,109.408,2825327,-28.51483,114.74971,SOIL,0.01,0
733975,-28.519342,114.74987,SOIL,0.771,2825008,-28.519342,114.74987,SOIL,0.01,0
734001,-28.518892,114.74988,SOIL,3.881,2825034,-28.518892,114.74988,SOIL,0.01,0
734029,-28.51844,114.749886,SOIL,47.34,2825062,-28.51844,114.749886,SOIL,0.01,0
734058,-28.51799,114.74989,SOIL,30.113,2825091,-28.51799,114.74989,SOIL,0.01,0
734088,-28.517538,114.74991,SOIL,70.904,2824773,-28.517538,114.74991,SOIL,49.0,0
734120,-28.517088,114.749916,SOIL,23.876,2824787,-28.517088,114.749916,SOIL,37.0,0
734152,-28.516638,114.74992,SOIL,62.709,2825185,-28.516638,114.74992,SOIL,0.01,0
734187,-28.516186,114.74993,SOIL,41.307,2824821,-28.516186,114.74993,SOIL,26.0,0
734222,-28.515736,114.74995,SOIL,32.528,2824840,-28.515736,114.74995,SOIL,14.0,0
734258,-28.515284,114.749954,SOIL,33.915,2825291,-28.515284,114.749954,SOIL,0.01,0
734295,-28.514833,114.74996,SOIL,32.95,2825328,-28.514833,114.74996,SOIL,0.01,0
733976,-28.519346,114.75012,SOIL,14.129,2825009,-28.519346,114.75012,SOIL,0.01,0
734002,-28.518896,114.75013,SOIL,21.83,2825035,-28.518896,114.75013,SOIL,0.01,0
734030,-28.518444,114.750145,SOIL,50.139,2825063,-28.518444,114.750145,SOIL,0.01,0
734059,-28.517994,114.75015,SOIL,18.012,2825092,-28.517994,114.75015,SOIL,0.01,0
734089,-28.517544,114.75016,SOIL,46.462,2825122,-28.517544,114.75016,SOIL,0.01,0
734121,-28.517094,114.75017,SOIL,8.83,2825154,-28.517094,114.75017,SOIL,0.01,0
734153,-28.516642,114.75018,SOIL,24.973,2825186,-28.516642,114.75018,SOIL,0.01,0
734188,-28.516191,114.75019,SOIL,18.402,2825221,-28.516191,114.75019,SOIL,0.01,0
734223,-28.51574,114.7502,SOIL,37.505,2824841,-28.51574,114.7502,SOIL,17.0,0
734259,-28.51529,114.750206,SOIL,18.297,2825292,-28.51529,114.750206,SOIL,0.01,0
734296,-28.514837,114.75022,SOIL,43.787,2825329,-28.514837,114.75022,SOIL,0.01,0
734003,-28.518902,114.75039,SOIL,0.901,2825036,-28.518902,114.75039,SOIL,0.01,0
734031,-28.51845,114.7504,SOIL,19.594,2825064,-28.51845,114.7504,SOIL,0.01,0
734060,-28.518,114.750404,SOIL,65.963,2825093,-28.518,114.750404,SOIL,0.01,0
734090,-28.517548,114.75042,SOIL,20.642,2825123,-28.517548,114.75042,SOIL,0.01,0
734122,-28.517097,114.75043,SOIL,10.796,2824789,-28.517097,114.75043,SOIL,16.0,0
734154,-28.516645,114.750435,SOIL,43.083,2824805,-28.516645,114.750435,SOIL,21.0,0
734189,-28.516195,114.75044,SOIL,88.568,2824823,-28.516195,114.75044,SOIL,17.0,0
734224,-28.515743,114.75046,SOIL,42.045,2825257,-28.515743,114.75046,SOIL,0.01,0
734260,-28.515293,114.750465,SOIL,52.242,2825293,-28.515293,114.750465,SOIL,0.01,0
734297,-28.514841,114.75047,SOIL,81.253,2825330,-28.514841,114.75047,SOIL,0.01,0
734004,-28.518906,114.75064,SOIL,31.539,2825037,-28.518906,114.75064,SOIL,0.01,0
734032,-28.518454,114.75065,SOIL,52.693,2825065,-28.518454,114.75065,SOIL,0.01,0
734061,-28.518003,114.75066,SOIL,62.785,2825094,-28.518003,114.75066,SOIL,0.01,0
734091,-28.517551,114.75067,SOIL,10.013,2825124,-28.517551,114.75067,SOIL,0.01,0
734123,-28.517101,114.75068,SOIL,8.83,2825156,-28.517101,114.75068,SOIL,0.01,0
734155,-28.51665,114.75069,SOIL,0.651,2825188,-28.51665,114.75069,SOIL,0.01,0
734190,-28.5162,114.7507,SOIL,18.179,2824824,-28.5162,114.7507,SOIL,15.0,0
734225,-28.515747,114.75071,SOIL,27.5,2824843,-28.515747,114.75071,SOIL,17.0,0
734261,-28.515297,114.75072,SOIL,34.972,2824863,-28.515297,114.75072,SOIL,34.0,0
734298,-28.514847,114.75073,SOIL,35.37,2825331,-28.514847,114.75073,SOIL,0.01,0
734033,-28.518457,114.75091,SOIL,38.913,2825066,-28.518457,114.75091,SOIL,0.01,0
734062,-28.518007,114.750916,SOIL,9.649,2825095,-28.518007,114.750916,SOIL,0.01,0
734092,-28.517555,114.75093,SOIL,18.901,2825125,-28.517555,114.75093,SOIL,0.01,0
734124,-28.517105,114.75094,SOIL,4.885,2825157,-28.517105,114.75094,SOIL,0.01,0
734156,-28.516653,114.750946,SOIL,24.636,2825189,-28.516653,114.750946,SOIL,0.01,0
734191,-28.516203,114.75095,SOIL,15.378,2825224,-28.516203,114.75095,SOIL,0.01,0
