SAMPLEID_dl,DLAT_dl,DLONG_dl,SAMPLETYPE_dl,Cu_ppm_dl,SAMPLEID_ori,DLAT_ori,DLONG_ori,SAMPLETYPE_ori,Cu_ppm_ori,SPURIOUS
10558526,-33.25335,118.27642,SOIL,0.938,7592391,-33.25335,118.27642,SOIL,4.0,0
10558524,-33.255154,118.27645,SOIL,2.921,7592389,-33.255154,118.27645,SOIL,4.0,0
10558522,-33.256954,118.276474,SOIL,1.048,7592387,-33.256954,118.276474,SOIL,4.0,0
10558521,-33.25786,118.27649,SOIL,0.544,7592386,-33.25786,118.27649,SOIL,4.0,0
10558520,-33.25876,118.2765,SOIL,0.978,7592385,-33.25876,118.2765,SOIL,4.0,0
10558536,-33.253326,118.278564,SOIL,0.789,7592423,-33.253326,118.278564,SOIL,4.0,0
10558535,-33.254227,118.27858,SOIL,5.101,7592422,-33.254227,118.27858,SOIL,4.0,0
10558534,-33.25513,118.278595,SOIL,2.104,7592421,-33.25513,118.278595,SOIL,4.0,0
10558533,-33.25603,118.27861,SOIL,4.318,7592420,-33.25603,118.27861,SOIL,4.0,0
10558531,-33.257835,118.27863,SOIL,0.81,7592418,-33.257835,118.27863,SOIL,4.0,0
10558530,-33.258736,118.27865,SOIL,1.86,7592417,-33.258736,118.27865,SOIL,4.0,0
10558567,-33.219036,118.28021,SOIL,1.87,7592480,-33.219036,118.28021,SOIL,4.0,0
10558559,-33.22625,118.28032,SOIL,2.072,7592472,-33.22625,118.28032,SOIL,4.0,0
10558554,-33.23076,118.28039,SOIL,1.003,7592467,-33.23076,118.28039,SOIL,4.0,0
10558553,-33.231663,118.280396,SOIL,1.686,7592466,-33.231663,118.280396,SOIL,4.0,0
10558542,-33.256912,118.28077,SOIL,1.253,7592454,-33.256912,118.28077,SOIL,4.0,0
10558540,-33.258713,118.28079,SOIL,2.155,7592452,-33.258713,118.28079,SOIL,9.0,0
10558596,-33.219013,118.282364,SOIL,2.402,7592531,-33.219013,118.282364,SOIL,4.0,0
10558594,-33.220818,118.28239,SOIL,1.007,7592529,-33.220818,118.28239,SOIL,4.0,0
10558593,-33.22172,118.2824,SOIL,1.199,7592528,-33.22172,118.2824,SOIL,4.0,0
10558588,-33.226227,118.28246,SOIL,6.614,7592523,-33.226227,118.28246,SOIL,13.0,0
10558570,-33.25779,118.28293,SOIL,8.83,7592504,-33.25779,118.28293,SOIL,4.0,0
10558624,-33.219894,118.28452,SOIL,0.58,7592578,-33.219894,118.28452,SOIL,4.0,0
10558623,-33.220795,118.28453,SOIL,0.879,7592577,-33.220795,118.28453,SOIL,4.0,0
10558603,-33.25416,118.28502,SOIL,2.935,7592556,-33.25416,118.28502,SOIL,4.0,0
10558602,-33.255062,118.285034,SOIL,3.955,7592555,-33.255062,118.285034,SOIL,11.0,0
10558600,-33.256866,118.285065,SOIL,0.747,7592553,-33.256866,118.285065,SOIL,4.0,0
10558598,-33.25867,118.28509,SOIL,2.855,7592551,-33.25867,118.28509,SOIL,4.0,0
389519,-33.497066,118.28622,SOIL,5.198,4040331,-33.497066,118.28622,SOIL,0.01,0
10558653,-33.21897,118.28665,SOIL,1.084,7592623,-33.21897,118.28665,SOIL,4.0,0
10558652,-33.21987,118.28667,SOIL,0.921,7592622,-33.21987,118.28667,SOIL,4.0,0
10558650,-33.221676,118.28669,SOIL,0.96,7592620,-33.221676,118.28669,SOIL,4.0,0
6560110,-31.764505,118.2871,SOIL,2277.934,6558177,-31.764505,118.2871,SOIL,4.0,0
6559904,-31.801346,118.28715,SOIL,1121.814,6559144,-31.801346,118.28715,SOIL,22.0,0
10558629,-33.256844,118.28721,SOIL,2.373,7592598,-33.256844,118.28721,SOIL,4.0,0
10558628,-33.257748,118.287224,SOIL,2.429,7592597,-33.257748,118.287224,SOIL,4.0,0
10558682,-33.21895,118.288795,SOIL,0.775,7592664,-33.21895,118.288795,SOIL,4.0,0
10558680,-33.220753,118.288826,SOIL,1.042,7592662,-33.220753,118.288826,SOIL,4.0,0
10558679,-33.221653,118.28884,SOIL,0.476,7592661,-33.221653,118.28884,SOIL,4.0,0
10558678,-33.222553,118.28885,SOIL,1.781,7592660,-33.222553,118.28885,SOIL,4.0,0
10558659,-33.25502,118.28933,SOIL,0.413,7592640,-33.25502,118.28933,SOIL,4.0,0
10558655,-33.258625,118.28938,SOIL,3.915,7592636,-33.258625,118.28938,SOIL,4.0,0
403119,-33.285545,118.2905,SOIL,5.871,4040291,-33.285545,118.2905,SOIL,0.01,0
6560226,-31.837242,118.29057,SOIL,1517.363,6558196,-31.837242,118.29057,SOIL,5.0,0
10558692,-33.25139,118.29142,SOIL,2.848,7592685,-33.25139,118.29142,SOIL,4.0,0
10558691,-33.252293,118.291435,SOIL,3.293,7592684,-33.252293,118.291435,SOIL,4.0,0
10558690,-33.253193,118.29145,SOIL,1.813,7592683,-33.253193,118.29145,SOIL,4.0,0
10558688,-33.254997,118.29147,SOIL,0.715,7592681,-33.254997,118.29147,SOIL,4.0,0
10558687,-33.255898,118.29149,SOIL,1.059,7592680,-33.255898,118.29149,SOIL,4.0,0
6559893,-31.801283,118.29256,SOIL,766.747,6559142,-31.801283,118.29256,SOIL,20.0,0
10558702,-33.251366,118.29357,SOIL,3.988,7592706,-33.251366,118.29357,SOIL,8.0,0
10558701,-33.25227,118.29358,SOIL,3.332,7592705,-33.25227,118.29358,SOIL,4.0,0
10558700,-33.25317,118.293594,SOIL,1.02,7592704,-33.25317,118.293594,SOIL,4.0,0
10558699,-33.25407,118.29361,SOIL,1.003,7592703,-33.25407,118.29361,SOIL,4.0,0
10558698,-33.254974,118.29362,SOIL,1.77,7592702,-33.254974,118.29362,SOIL,4.0,0
10558697,-33.255875,118.29363,SOIL,0.995,7592701,-33.255875,118.29363,SOIL,4.0,0
10558707,-33.252247,118.29573,SOIL,1.752,7592726,-33.252247,118.29573,SOIL,4.0,0
10558706,-33.253147,118.29574,SOIL,2.216,7592725,-33.253147,118.29574,SOIL,4.0,0
10558705,-33.25405,118.29575,SOIL,1.443,7592724,-33.25405,118.29575,SOIL,4.0,0
10558716,-33.251324,118.29786,SOIL,1.199,7592735,-33.251324,118.29786,SOIL,4.0,0
389520,-33.49332,118.29802,SOIL,6.815,4040332,-33.49332,118.29802,SOIL,0.01,0
8459317,-33.063713,118.29885,SOIL,20.162,1074769,-33.063713,118.29885,SOIL,39.0,0
403113,-33.284626,118.30092,SOIL,6.659,4040285,-33.284626,118.30092,SOIL,0.01,0
12414439,-28.930653,118.30195,SOIL,14.068,12414437,-28.930653,118.30195,SOIL,30.0,0
403196,-33.230465,118.30275,SOIL,6.222,4052432,-33.230465,118.30275,SOIL,0.01,0
13772689,-28.93065,118.30297,SOIL,145.693,12414429,-28.93065,118.30297,SOIL,23.0,0
12414443,-28.931543,118.302986,SOIL,70.778,12414333,-28.931543,118.302986,SOIL,42.0,0
955593,-33.73097,118.3141,SHALL,8.911,555694,-33.73097,118.3141,SHALL,0.5,0
403115,-33.28393,118.32323,SOIL,5.768,4040287,-33.28393,118.32323,SOIL,0.01,0
543599,-33.38246,118.32487,SOIL,6.985,4040303,-33.38246,118.32487,SOIL,0.01,0
543598,-33.37692,118.33152,SOIL,6.956,4040302,-33.37692,118.33152,SOIL,0.01,0
543591,-33.36775,118.3339,SOIL,8.83,4040295,-33.36775,118.3339,SOIL,0.01,0
6560310,-31.92144,118.33456,SOIL,563.071,6558273,-31.92144,118.33456,SOIL,5.0,0
389524,-33.47359,118.34155,SOIL,6.176,4040336,-33.47359,118.34155,SOIL,0.01,0
403117,-33.27986,118.3436,SOIL,6.381,4040289,-33.27986,118.3436,SOIL,0.01,0
543710,-33.36845,118.34395,SOIL,6.142,4052482,-33.36845,118.34395,SOIL,0.01,0
543711,-33.364166,118.34395,SOIL,8.83,4052483,-33.364166,118.34395,SOIL,0.01,0
389511,-33.582993,118.34686,SOIL,5.782,4040320,-33.582993,118.34686,SOIL,0.01,0
543608,-33.472935,118.35227,SOIL,6.956,4040337,-33.472935,118.35227,SOIL,0.01,0
403220,-33.29868,118.35413,SOIL,6.296,4052505,-33.29868,118.35413,SOIL,0.01,0
543593,-33.381767,118.35604,SOIL,6.105,4040297,-33.381767,118.35604,SOIL,0.01,0
6560330,-31.911646,118.363304,SOIL,397.203,6558284,-31.911646,118.363304,SOIL,8.0,0
543594,-33.390934,118.37048,SOIL,6.662,4040298,-33.390934,118.37048,SOIL,0.01,0
543610,-33.4706,118.37519,SOIL,8.83,4040339,-33.4706,118.37519,SOIL,0.01,0
543595,-33.39627,118.379585,SOIL,6.956,4040299,-33.39627,118.379585,SOIL,0.01,0
403228,-33.308662,118.38268,SOIL,3.569,4052514,-33.308662,118.38268,SOIL,0.01,0
543692,-33.408276,118.3893,SOIL,8.83,4052464,-33.408276,118.3893,SOIL,0.01,0
9386400,-31.941355,118.40775,SOIL,26.234,6361698,-31.941355,118.40775,SOIL,12.0,0
8882552,-31.423128,118.43639,SOIL,8.83,8882553,-31.423128,118.43639,SOIL,10.0,0
4226706,-34.56855,118.43642,SOIL,1.608,4227051,-34.56855,118.43642,SOIL,0.32,0
8882554,-31.422987,118.43688,SOIL,8.83,8882555,-31.422987,118.43688,SOIL,10.0,0
8882568,-31.423458,118.437546,SOIL,6.793,8882569,-31.423458,118.437546,SOIL,10.0,0
8882566,-31.422998,118.437546,SOIL,9.455,8882567,-31.422998,118.437546,SOIL,10.0,0
8882560,-31.42246,118.438805,SOIL,4.088,8882561,-31.42246,118.438805,SOIL,10.0,0
8882562,-31.42231,118.4393,SOIL,4.309,8882563,-31.42231,118.4393,SOIL,10.0,0
4226714,-34.56426,118.44686,SOIL,2.37,4227081,-34.56426,118.44686,SOIL,1.94,0
4226724,-34.558918,118.45627,SOIL,3.077,4227082,-34.558918,118.45627,SOIL,0.33,0
4226744,-34.53059,118.462814,SOIL,2.101,4227074,-34.53059,118.462814,SOIL,0.97,0
4226683,-34.581688,118.47036,SOIL,1.405,4226934,-34.581688,118.47036,SOIL,0.66,0
4226725,-34.558613,118.47576,SOIL,2.161,4227004,-34.558613,118.47576,SOIL,1.8,0
4226756,-34.512074,118.48035,SOIL,1.505,4226995,-34.512074,118.48035,SOIL,0.15,0
4226759,-34.506947,118.49036,SOIL,1.332,4226996,-34.506947,118.49036,SOIL,0.9,0
4226762,-34.502384,118.49854,SOIL,2.462,4227049,-34.502384,118.49854,SOIL,0.61,0
4226708,-34.56668,118.49884,SOIL,1.13,4227042,-34.56668,118.49884,SOIL,1.11,0
5733353,-31.543331,118.50434,SOIL,2.94,5733352,-31.543331,118.50434,SOIL,2.7,0
4226700,-34.57129,118.5185,SOIL,0.932,4227014,-34.57129,118.5185,SOIL,1.14,0
2381748,-30.136148,118.52241,SHALL,3.232,2381728,-30.136148,118.52241,SHALL,2.5,0
2381738,-30.145168,118.522545,SHALL,3.114,2381719,-30.145168,118.522545,SHALL,4.0,0
2381737,-30.15419,118.52268,SHALL,3.232,2381718,-30.15419,118.52268,SHALL,3.5,0
2381730,-30.163212,118.52282,SHALL,9.544,2381710,-30.163212,118.52282,SHALL,32.0,0
4226800,-34.564438,118.52556,SOIL,1.27,4227011,-34.564438,118.52556,SOIL,1.74,0
4226873,-34.50687,118.5264,SOIL,1.162,4226948,-34.50687,118.5264,SOIL,0.16,0
2381747,-30.136087,118.527596,SHALL,3.232,2381727,-30.136087,118.527596,SHALL,3.0,0
2381740,-30.14511,118.52773,SHALL,3.467,2381720,-30.14511,118.52773,SHALL,4.5,0
2381736,-30.15413,118.52788,SHALL,2.912,2381717,-30.15413,118.52788,SHALL,4.0,0
2381731,-30.163153,118.528015,SHALL,6.459,2381711,-30.163153,118.528015,SHALL,14.0,0
4226809,-34.557945,118.531975,SOIL,1.273,4227019,-34.557945,118.531975,SOIL,0.45,0
2381746,-30.136026,118.53278,SHALL,3.114,2381726,-30.136026,118.53278,SHALL,3.5,0
2381741,-30.145048,118.53293,SHALL,3.22,2381721,-30.145048,118.53293,SHALL,4.0,0
2381735,-30.15407,118.533066,SHALL,4.426,2381716,-30.15407,118.533066,SHALL,4.0,0
2381732,-30.163092,118.5332,SHALL,7.001,2381712,-30.163092,118.5332,SHALL,7.5,0
2381745,-30.135967,118.53798,SHALL,3.467,2381725,-30.135967,118.53798,SHALL,4.0,0
2381742,-30.144987,118.53812,SHALL,2.808,2381722,-30.144987,118.53812,SHALL,3.0,0
2381734,-30.154009,118.53825,SHALL,4.066,2381714,-30.154009,118.53825,SHALL,3.5,0
2381733,-30.16303,118.5384,SHALL,9.304,2381713,-30.16303,118.5384,SHALL,11.5,0
4226885,-34.49467,118.54155,SOIL,1.905,4226970,-34.49467,118.54155,SOIL,1.9,0
2381744,-30.135906,118.54317,SHALL,3.467,2381724,-30.135906,118.54317,SHALL,2.5,0
2381743,-30.144926,118.543304,SHALL,30.742,2381723,-30.144926,118.543304,SHALL,26.0,0
4226842,-34.530743,118.545586,SOIL,4.125,4226944,-34.530743,118.545586,SOIL,0.27,0
4226830,-34.54372,118.54607,SOIL,0.957,4227015,-34.54372,118.54607,SOIL,0.75,0
4227161,-34.70845,118.55173,ROCKC,3.496,4227162,-34.70845,118.55173,ROCKC,3.0,0
4226797,-34.56698,118.55519,SOIL,1.67,4226979,-34.56698,118.55519,SOIL,0.42,0
4226811,-34.556107,118.562,SOIL,1.53,4226984,-34.556107,118.562,SOIL,0.41,0
4226765,-34.49922,118.57004,SOIL,3.58,4226923,-34.49922,118.57004,SOIL,0.8,0
4226835,-34.538082,118.57087,SOIL,1.384,4226982,-34.538082,118.57087,SOIL,1.23,0
4226790,-34.573223,118.57223,SOIL,1.135,4226921,-34.573223,118.57223,SOIL,0.33,0
4226886,-34.493954,118.57297,SOIL,2.015,4226931,-34.493954,118.57297,SOIL,2.63,0
2411660,-30.230255,118.575806,SOIL,6.317,3320499,-30.230255,118.575806,SOIL,11.5,0
4226843,-34.530178,118.57843,SOIL,1.421,4226983,-34.530178,118.57843,SOIL,1.23,0
4226804,-34.562107,118.581116,SOIL,1.415,4226920,-34.562107,118.581116,SOIL,1.04,0
4226941,-34.558853,118.59079,SOIL,0.405,4226807,-34.558853,118.59079,SOIL,0.5,0
4226860,-34.51558,118.59087,SOIL,3.612,4226990,-34.51558,118.59087,SOIL,1.73,0
4226823,-34.5486,118.59433,SOIL,3.553,4226986,-34.5486,118.59433,SOIL,0.7,0
4226866,-34.509396,118.59913,SOIL,1.764,4227037,-34.509396,118.59913,SOIL,0.22,0
2381729,-30.099138,118.59966,SHALL,11.207,2381709,-30.099138,118.59966,SHALL,10.0,0
4226812,-34.555313,118.6015,SOIL,2.199,4226946,-34.555313,118.6015,SOIL,0.04,0
866585,-30.090054,118.604706,SHALL,3.744,866472,-30.090054,118.604706,SHALL,3.5,0
866595,-30.099075,118.60485,SHALL,7.2,866481,-30.099075,118.60485,SHALL,3.5,0
4226844,-34.528713,118.6051,SOIL,1.712,4226901,-34.528713,118.6051,SOIL,0.17,0
2384286,-29.872137,118.60949,SOIL,17.102,2384276,-29.872137,118.60949,SOIL,3.0,0
866586,-30.08999,118.60989,SHALL,9.895,866474,-30.08999,118.60989,SHALL,16.5,0
866594,-30.099012,118.61004,SHALL,7.81,302592,-30.099012,118.61004,SHALL,5.0,0
2384285,-29.872126,118.61053,SOIL,15.63,2384275,-29.872126,118.61053,SOIL,4.0,0
2384284,-29.872112,118.61156,SOIL,10.795,2384274,-29.872112,118.61156,SOIL,3.0,0
866584,-30.085447,118.61241,SHALL,22.411,866471,-30.085447,118.61241,SHALL,24.5,0
2384283,-29.8721,118.612595,SOIL,18.328,2384273,-29.8721,118.612595,SOIL,3.0,0
2384282,-29.872087,118.61363,SOIL,10.795,2384272,-29.872087,118.61363,SOIL,2.0,0
2384281,-29.872074,118.61467,SOIL,17.102,2384271,-29.872074,118.61467,SOIL,2.0,0
4226840,-34.533173,118.61486,SOIL,0.991,4226975,-34.533173,118.61486,SOIL,2.16,0
866579,-30.080906,118.61494,SHALL,5.858,866466,-30.080906,118.61494,SHALL,12.5,0
866587,-30.089928,118.61508,SHALL,12.762,302587,-30.089928,118.61508,SHALL,12.5,0
866593,-30.098948,118.61523,SHALL,12.204,866479,-30.098948,118.61523,SHALL,17.0,0
2384280,-29.872063,118.6157,SOIL,13.838,2384270,-29.872063,118.6157,SOIL,3.0,0
2384279,-29.87205,118.61674,SOIL,14.879,2384269,-29.87205,118.61674,SOIL,3.0,0
866578,-30.076365,118.617455,SHALL,7.719,302578,-30.076365,118.617455,SHALL,12.5,0
866583,-30.085384,118.6176,SHALL,23.223,302583,-30.085384,118.6176,SHALL,29.5,0
2384278,-29.872036,118.61777,SOIL,18.112,2384268,-29.872036,118.61777,SOIL,2.0,0
2384277,-29.872023,118.618805,SOIL,15.63,2384267,-29.872023,118.618805,SOIL,3.0,0
866577,-30.076332,118.62005,SHALL,13.397,866464,-30.076332,118.62005,SHALL,16.5,0
866580,-30.080841,118.62012,SHALL,14.395,866467,-30.080841,118.62012,SHALL,15.0,0
866588,-30.089863,118.62027,SHALL,9.409,866476,-30.089863,118.62027,SHALL,11.0,0
866592,-30.098885,118.620415,SHALL,11.565,866478,-30.098885,118.620415,SHALL,13.5,0
866563,-30.071808,118.62101,SHALL,9.02,866450,-30.071808,118.62101,SHALL,10.0,0
866564,-30.071796,118.62205,SHALL,21.713,302565,-30.071796,118.62205,SHALL,20.5,0
866576,-30.0763,118.62264,SHALL,11.399,866463,-30.0763,118.62264,SHALL,12.0,0
866582,-30.085321,118.62279,SHALL,18.384,866469,-30.085321,118.62279,SHALL,17.5,0
866565,-30.071783,118.623085,SHALL,17.395,866452,-30.071783,118.623085,SHALL,18.0,0
4226848,-34.526585,118.62343,SOIL,1.168,4226968,-34.526585,118.62343,SOIL,0.11,0
866330,-30.031172,118.62351,ROCKC,23.551,866329,-30.031172,118.62351,ROCKC,87.0,0
866566,-30.07177,118.62412,SHALL,14.94,302567,-30.07177,118.62412,SHALL,18.0,0
866562,-30.067247,118.625084,SHALL,18.966,866449,-30.067247,118.625084,SHALL,25.0,0
866568,-30.071756,118.62516,SHALL,13.136,302568,-30.071756,118.62516,SHALL,16.0,0
866575,-30.076267,118.62524,SHALL,12.406,866462,-30.076267,118.62524,SHALL,27.0,0
866581,-30.080778,118.625305,SHALL,17.556,302581,-30.080778,118.625305,SHALL,19.0,0
866590,-30.0898,118.62546,SHALL,9.544,302589,-30.0898,118.62546,SHALL,16.5,0
866569,-30.071745,118.6262,SHALL,12.229,866455,-30.071745,118.6262,SHALL,25.0,0
866570,-30.071732,118.627235,SHALL,14.01,302570,-30.071732,118.627235,SHALL,15.0,0
866545,-30.04917,118.62739,SHALL,14.963,866432,-30.04917,118.62739,SHALL,23.5,0
866554,-30.058193,118.62753,SHALL,22.06,866441,-30.058193,118.62753,SHALL,32.0,0
866561,-30.067215,118.62768,SHALL,18.768,302562,-30.067215,118.62768,SHALL,44.0,0
866574,-30.076235,118.62783,SHALL,6.433,866461,-30.076235,118.62783,SHALL,10.5,0
866571,-30.071718,118.62827,SHALL,7.019,302571,-30.071718,118.62827,SHALL,9.0,0
866572,-30.071707,118.62931,SHALL,7.719,866459,-30.071707,118.62931,SHALL,13.0,0
866546,-30.044626,118.629906,SHALL,30.989,302544,-30.044626,118.629906,SHALL,19.5,0
4226854,-34.521076,118.63004,SOIL,1.191,4227035,-34.521076,118.63004,SOIL,0.18,0
866553,-30.05816,118.63013,SHALL,18.537,302555,-30.05816,118.63013,SHALL,30.0,0
866556,-30.062672,118.630196,SHALL,20.827,866442,-30.062672,118.630196,SHALL,39.0,0
866560,-30.067183,118.63027,SHALL,13.543,302561,-30.067183,118.63027,SHALL,32.5,0
866573,-30.071693,118.63035,SHALL,5.846,866460,-30.071693,118.63035,SHALL,14.5,0
4226880,-34.49915,118.630585,SOIL,1.145,4226905,-34.49915,118.630585,SOIL,0.72,0
4226794,-34.568176,118.632454,SOIL,2.836,4226937,-34.568176,118.632454,SOIL,0.5,0
866544,-30.049105,118.63257,SHALL,31.746,866431,-30.049105,118.63257,SHALL,24.0,0
866552,-30.058128,118.63271,SHALL,12.114,866439,-30.058128,118.63271,SHALL,16.5,0
866557,-30.06264,118.63279,SHALL,11.117,866443,-30.06264,118.63279,SHALL,24.0,0
866559,-30.06715,118.632866,SHALL,12.229,866445,-30.06715,118.632866,SHALL,17.0,0
866547,-30.044561,118.635086,SHALL,33.316,866434,-30.044561,118.635086,SHALL,52.0,0
866551,-30.058096,118.63531,SHALL,19.192,866438,-30.058096,118.63531,SHALL,33.5,0
866558,-30.062609,118.63538,SHALL,16.962,302559,-30.062609,118.63538,SHALL,31.5,0
866543,-30.04904,118.63776,SHALL,29.224,302541,-30.04904,118.63776,SHALL,30.5,0
866550,-30.053553,118.637825,SHALL,27.594,302551,-30.053553,118.637825,SHALL,37.5,0
866548,-30.044497,118.640274,SHALL,31.157,302546,-30.044497,118.640274,SHALL,21.5,0
866541,-30.049007,118.64035,SHALL,28.302,302540,-30.049007,118.64035,SHALL,26.5,0
866540,-30.048975,118.64294,SHALL,32.722,866428,-30.048975,118.64294,SHALL,35.5,0
866596,-30.071531,118.64331,SHALL,21.899,302594,-30.071531,118.64331,SHALL,28.0,0
3753096,-29.936186,118.64367,SOIL,10.068,2419487,-29.936186,118.64367,SOIL,3.0,0
866531,-30.039923,118.645386,SHALL,33.85,866420,-30.039923,118.645386,SHALL,47.5,0
866532,-30.044432,118.645454,SHALL,14.518,866421,-30.044432,118.645454,SHALL,34.0,0
866538,-30.048943,118.64553,SHALL,30.605,302538,-30.048943,118.64553,SHALL,48.5,0
866598,-30.066986,118.64583,SHALL,20.287,302596,-30.066986,118.64583,SHALL,32.0,0
866533,-30.044418,118.64649,SHALL,13.626,302527,-30.044418,118.64649,SHALL,33.5,0
866534,-30.044407,118.64753,SHALL,16.576,866423,-30.044407,118.64753,SHALL,31.5,0
866530,-30.039888,118.64797,SHALL,32.058,866419,-30.039888,118.64797,SHALL,48.5,0
866549,-30.053421,118.6482,SHALL,20.419,302550,-30.053421,118.6482,SHALL,37.0,0
866597,-30.071466,118.6485,SHALL,23.395,302595,-30.071466,118.6485,SHALL,24.0,0
866535,-30.044394,118.64857,SHALL,19.029,302529,-30.044394,118.64857,SHALL,34.0,0
866537,-30.04438,118.649605,SHALL,18.446,866426,-30.04438,118.649605,SHALL,36.5,0
866599,-30.066921,118.65102,SHALL,27.958,302597,-30.066921,118.65102,SHALL,25.5,0
866600,-30.066856,118.6562,SHALL,51.829,302598,-30.066856,118.6562,SHALL,42.5,0
4790499,-32.265167,118.656265,SOIL,8.83,4790497,-32.265167,118.656265,SOIL,2.0,0
2399353,-29.93996,118.65923,ROCKC,30.341,2399352,-29.93996,118.65923,ROCKC,72.0,0
866526,-30.025898,118.68404,SOIL,35.759,3634689,-30.025898,118.68404,SOIL,29.0,0
866527,-30.034885,118.686775,SHALL,5.012,302516,-30.034885,118.686775,SHALL,9.5,0
866523,-30.021322,118.68914,SOIL,25.127,302277,-30.021322,118.68914,SOIL,27.5,0
866525,-30.025831,118.68922,SOIL,35.01,3634688,-30.025831,118.68922,SOIL,31.5,0
866528,-30.034819,118.69196,SHALL,8.409000000000002,302517,-30.034819,118.69196,SHALL,16.5,0
866524,-30.025764,118.6944,SOIL,29.906,3634687,-30.025764,118.6944,SOIL,31.0,0
866529,-30.034752,118.69714,SHALL,4.952,866418,-30.034752,118.69714,SHALL,11.0,0
953689,-32.8532,118.7164,SOIL,4.017000000000001,953842,-32.8532,118.7164,SOIL,5.0,0
953694,-32.851837,118.71831,SOIL,4.448000000000001,953843,-32.851837,118.71831,SOIL,4.5,0
953597,-32.88225,118.73908,SOIL,1.865,953837,-32.88225,118.73908,SOIL,4.0,0
953598,-32.882046,118.73951,SOIL,2.659,953838,-32.882046,118.73951,SOIL,3.0,0
953599,-32.881844,118.73994,SOIL,0.985,953839,-32.881844,118.73994,SOIL,3.0,0
8786651,-33.396446,118.74507,SHALL,6.259,13477369,-33.396446,118.74507,SHALL,0.5,0
8786985,-33.378536,118.74513,SHALL,8.911,13476503,-33.378536,118.74513,SHALL,0.5,0
8792089,-33.37853,118.745605,SHALL,10.087,13476502,-33.37853,118.745605,SHALL,0.5,0
8786565,-33.40097,118.74787,SHALL,6.819,13477440,-33.40097,118.74787,SHALL,0.5,0
8786642,-33.396416,118.749886,SHALL,11.815,13477378,-33.396416,118.749886,SHALL,0.5,0
8792004,-33.38735,118.75075,SHALL,10.955,13477240,-33.38735,118.75075,SHALL,0.5,0
2237406,-33.401264,118.75386,SOIL,3.156,8714132,-33.401264,118.75386,SOIL,0.3,0
8786753,-33.38958,118.755585,SHALL,5.295,13477251,-33.38958,118.755585,SHALL,0.5,0
8786752,-33.389572,118.756165,SHALL,5.051,13477250,-33.389572,118.756165,SHALL,0.5,0
8796229,-33.39626,118.76345,SHALL,11.889,13476471,-33.39626,118.76345,SHALL,0.5,0
6548855,-29.699686,118.76452,STREA,80.532,6548851,-29.699686,118.76452,STREA,16.0,0
6548857,-29.71012,118.7671,STREA,80.532,6548852,-29.71012,118.7671,STREA,18.0,0
8791863,-33.402836,118.77211,SHALL,6.799,13476564,-33.402836,118.77211,SHALL,0.5,0
8791827,-33.407223,118.77696,SHALL,8.698,13476656,-33.407223,118.77696,SHALL,0.5,0
9064100,-31.554392,118.82368,SOIL,1.581,2981318,-31.554392,118.82368,SOIL,1.5,0
9063999,-31.61492,118.82484,SOIL,1.241,2981371,-31.61492,118.82484,SOIL,-0.5,0
9064104,-31.719614,118.82696,SOIL,2.18,9063861,-31.719614,118.82696,SOIL,1.5,0
9063714,-31.73485,118.8388,SOIL,0.875,9064095,-31.73485,118.8388,SOIL,2.0,0
9064102,-31.7093,118.84664,SOIL,1.337,9063885,-31.7093,118.84664,SOIL,0.5,0
7663697,-30.488209,118.854675,SOIL,2.082,7663720,-30.488209,118.854675,SOIL,42.0,0
5486900,-30.483727,118.854675,SHALL,31.666,6632278,-30.483727,118.854675,SHALL,34.0,0
5486901,-30.48372,118.855095,SHALL,31.666,6632280,-30.48372,118.855095,SHALL,30.0,0
5486902,-30.483715,118.85551,SHALL,32.187,6632279,-30.483715,118.85551,SHALL,37.0,0
5486903,-30.48371,118.85593,SHALL,27.535,6632272,-30.48371,118.85593,SHALL,23.0,0
5486904,-30.483704,118.856346,SHALL,31.666,6632271,-30.483704,118.856346,SHALL,37.0,0
5486905,-30.483698,118.85676,SHALL,32.187,6632273,-30.483698,118.85676,SHALL,35.0,0
5486906,-30.483692,118.85718,SHALL,32.454,6632275,-30.483692,118.85718,SHALL,38.0,0
4539340,-30.367758,118.857475,SOIL,43.612,9137229,-30.367758,118.857475,SOIL,21.0,0
4539330,-30.371365,118.85754,SOIL,38.253,4539329,-30.371365,118.85754,SOIL,42.0,0
5486907,-30.483686,118.85759,SHALL,31.198,6632274,-30.483686,118.85759,SHALL,30.0,0
4539312,-30.376776,118.85764,SOIL,35.182,4539844,-30.376776,118.85764,SOIL,21.0,0
5486908,-30.48368,118.85801,SHALL,31.198,6632302,-30.48368,118.85801,SHALL,33.0,0
5486909,-30.483673,118.85843,SHALL,32.454,6632330,-30.483673,118.85843,SHALL,42.0,0
5486828,-30.490889,118.85857,SHALL,30.946,6632417,-30.490889,118.85857,SHALL,35.0,0
5486910,-30.483667,118.85884,SHALL,31.198,6632329,-30.483667,118.85884,SHALL,40.0,0
4539335,-30.36954,118.85896,SOIL,24.392,4539964,-30.36954,118.85896,SOIL,21.0,0
5486829,-30.490883,118.85898,SHALL,30.67,6632410,-30.490883,118.85898,SHALL,27.0,0
4539325,-30.373148,118.85903,SOIL,61.21,4539914,-30.373148,118.85903,SOIL,21.0,0
